no;title;author;journal;number;cites;year;cid;pubid;id
371;Dominasi modal Jepang di Indonesia: telaah kritis atas dampak perjanjian kemitraan ekonomi (EPA) Indonesia-Jepang;S Hadi, S Darmastuti;Institute for Global Justice;;2;2009;7481261419880460055;_IwLajd9sWMC;2C4UV_EAAAAJ
372;Pemanfaatan Chitosan dari limbah udang sebagai bahan pengawet alami untuk memperlama daya simpan pada makanan;B Hastuti, S Hadi;Teknologi dan Pangan;667-673;2;2009;10129488665202183967;orDZ08hpP44C;2C4UV_EAAAAJ
373;MATARANINE A AND B: A NEW DIASTOMERIC INDOLE ALKALOID FROM Alstonia scholaris R. Br. OF LOMBOK ISLAND;S Hadi;Indonesian Journal of Chemistry;9 (3), 466-469;2;2009;14350498189894216721;C33y2ycGS3YC;2C4UV_EAAAAJ
374;Perbedaan Prasangka antara kelompok pada mahasiswa Institut Agama Islam Negeri (IAIN) dan mahasiswa Sekolah Tinggi Agama Hindu Negeri (STAHN) di Mataram Nusa Tenggara Barat;S Hadi;Jakarta: Fakultas Psikologi UIN Syarif Hidayatullah;2008;2;2008;7309382953891817805;gnsKu8c89wgC;2C4UV_EAAAAJ
375;Checkbook Diplomacy Jepang Dalam Hubungan Dengan ASEAN: Relevansi dan Tentangan Bagi Indonesia;S Hadi;Indonesian J. Int'l L.;6, 216;2;2008;9438651955591606609;h1pkognVyKwC;2C4UV_EAAAAJ
376;Studi Awal Pemodelan Numerik Transpor Sedimen 2D Horisontal di Estuari Mahakam, Kalimantan Timur;NS Ningsih, B Priyono, S Hadi, A Tarya;Jurnal JTM;14 (2);2;2007;10253154290953094085;lmc2jWPfTJgC;2C4UV_EAAAAJ
377;Pemeriksaan Tata Bahasa Dalam Kalimat Bahasa Inggris Menggunakan Algoritma Left Corner Parsing;M Abdurohman, S Hadi, D Rohidin;Proceeding, Seminar Ilmiah Nasional Komputer dan Sistem Intelijen;;2;2006;41413216964705652;f13iAvnbnnYC;2C4UV_EAAAAJ
378;Diktat kuliah: oseanografi fisis;S Hadi;Institut Teknologi Bandung, Bandung;;2;2006;11890647610656612840;ehoypfNsBj8C;2C4UV_EAAAAJ
379;Clustering techniques implementation for detecting faces in digital image;S Hadi, KUJ Sumedang;Pengembangan Sistem Penciuman Elektronik Dalam Mengenal Aroma Campuran;1, 1-9;2;2006;11202681427434228598;nRpfm8aw39MC;2C4UV_EAAAAJ
380;Komersialisasi Varietas Unggul Dan Perbenihan Kedelai di Indonesia;T Budiyarti, S Hadi;Seminar Nasional Peningkatan Produksi Kacangkacangan dan Umbi-umbian …;;2;2005;983821608423466172;h9G0ZmjYpDoC;2C4UV_EAAAAJ
381;Interaksi Antara Sumber Daya Manusia dengan Budaya Organisasi untuk Meningkatkan Produktivitas dan Efisiensi Kerja. Indonesian Psychological;S Hadi;Journal;20 (3), 230-235;2;2005;12902167454743817351;5nxA0vEk-isC;2C4UV_EAAAAJ
382;Berbagai Ketentuan Baru dalam Ta'rib: Pembahasan Seputar Perkembangan Mutakhir Dalam Bahasa Arab Seri IV;S Hadi;Gadjah Mada University;;2;2002;1882397250438491767;BKYZGPsuSFYC;2C4UV_EAAAAJ
383;Penyakit Hawar Daun Jarum Bibit Pinus merkusii Di Persemaian (Needles Blight Disease of Pinus merkusii Seedlings On Nursery);S Sutarman, A Achmad, S Hadi;Agritek;9 (4), 1419-1427;2;2001;1168571552320007653;PazO6pb-sMwC;2C4UV_EAAAAJ
384;Circular Moire Patterns In 3D Vision Applications;S Hadi;;;2;1997;9419408420665375022;XUvXOeBm_78C;2C4UV_EAAAAJ
385;Kata dan Istilah Asing dalam Bahasa Arab;S Hadi;Jurnal Humaniora;;2;1995;9874700399644591447;lL5f5cZgq8MC;2C4UV_EAAAAJ
386;Analisa Daerah Penangkapan Ikan Tongkol di Laut Jawa dengan Pemanfaatan Data Satelit NOAA-AVHRR/2 Melaliu Pola Penyebaran Suhu Permukaan Laut;S Hadi;Skripsi. ITB: Bogor xvi;;2;1995;15245333396382249167;HeT0ZceujKMC;2C4UV_EAAAAJ
387;Partisipasi Tokoh Masyarakat Desa pada Kegiatan Kuliah Kerja Nyata (KKN) Universitas Jambi;S Hadi;Tesis. Program Pascasarj ana IPB, Bogor;;2;1991;11754110360402862238;BzfGm06jWhQC;2C4UV_EAAAAJ
388;The Indonesian council of ulama;S Hadi;Indonesia Circle;18 (50), 31-41;2;1989;2507551479659471952;SPgmg5JLkoEC;2C4UV_EAAAAJ
389;The effects of different soil types and mycorrhizae on the growth of some dipterocarp seedlings;ST Nuhamara, S Hadi, SS Tjitrosomo;BIOTROP Special Publication (Indonesia);;2;1986;845301270411145155;3fE2CSJIrl8C;2C4UV_EAAAAJ
390;Kepekaan klon karet terhadap Colletotrichum cloeosporioides Penz. dalam kondisi rumah kaca dan di Kebun Percobaan Ciomas;S Pawirosoemardjo, S Hadi, DM Tantera, S Wardojo;Menara perkebunan;;2;1982;13432942726548585123;qxL8FJ1GzNcC;2C4UV_EAAAAJ
391;Formation of ectomycorrhizae on Pinus merkusi Jungh et de Vriese seedlings of different species of fungi.;ST Nuhamara, S Hadi;;;2;1981;2209513924265015827;UebtZRa9Y70C;2C4UV_EAAAAJ
392;Tragedi Bung Karno: perjalanan terakhir seorang proklamator;S Hadi;Pustaka Simponi;;2;1978;17178402758320475955;w2UhwfzvF0QC;2C4UV_EAAAAJ
393;Improved Performance of Dye-Sensitized Solar Cells with TiO2 Nanoparticles/Zn-Doped TiO2 Hollow Fiber Photoanodes;Z Arifin, S Suyitno, S Hadi, B Sutanto;Energies;11 (11), 2922;1;2018;7195164224628643073;7LLGAk_PBK4C;2C4UV_EAAAAJ
394;Pengolahan Mandiri Limbah Organik Rumah Tangga untuk Mendukung Pertanian Organik Lahan Sempit;S Hamdiani, N Ismillayli, SR Kamali, S Hadi;Jurnal Pijar Mipa;13 (2), 151-154;1;2018;8620976546734125368;0kYikfLtzSYC;2C4UV_EAAAAJ
395;Implementation of Hygienic Fish Market Model and Its Implication on Market Structure and Marketing Efficiency of Sea Fish in Jember Regency;S Hadi, E Sutiarso, A Awaluddin, T Herlambang;UNEJ e-Proceeding;228-235;1;2018;4180873267786264302;C2yK8tfAHAgC;2C4UV_EAAAAJ
396;Isolation of Pectin from Carrot Peel as Biosorbent of Pb (II) ion;B Hastuti, S Hadi, F Totiana;IOP Conference Series: Earth and Environmental Science;171 (1), 012039;1;2018;12713177309660933332;pk6FPx6l9xIC;2C4UV_EAAAAJ
397;Reproductive biology of Indian mackerel, Rastreliger kanagurta (Cuvier, 1816) in Takalar coastal waters, South Sulawesi;M Kasmi, S Hadi, W Kantun;Jurnal Iktiologi Indonesia;17 (3), 259-271;1;2018;4241142600780606335;StPPYsf1FV0C;2C4UV_EAAAAJ
398;Investigation of Production Process and GC-MS Analysis of Chemical Constituents of Three Traditional Medicines Sumbawa Oils;S Hadi, Y Yunita, Z Sutrisna, M Agustina, FA Baiq, AR Satriani, S Hizmi;The Journal of Pure and Applied Chemistry Research;7 (2), 209;1;2018;3946274375127795971;8cBNEdFwSQkC;2C4UV_EAAAAJ
399;STRATEGI PENGEMBANGAN INDUSTRI KECIL (STUDI KASUS PENGELOLAAN KERIPIK SERMIER SUPER PAK MUDJI).;N Nurzaman, S Hadi, A Rustiana;Economic Education Analysis Journal;7 (1), 220-234;1;2018;15339634383208137993;6YFk0eKgftsC;2C4UV_EAAAAJ
400;Developing E-Learning Media with the Contiguity Principle for the Subject of Autocad;N Hidayat, S Hadi, A Basith, S Suwandi;Jurnal Pendidikan Teknologi dan Kejuruan;24 (1), 72-82;1;2018;5151399632557950151;f-E_jMG6T4AC;2C4UV_EAAAAJ
401;The Analysis of Hierarchical Structure of Mesoporous Silica in Nanometer Scale by Small Angle Scattering Method;S Hadi, S Suryajaya, I Wijaya, A Rahmandari, MC Prihatiningsih, ...;Atom Indonesia;44 (1), 9-15;1;2018;12781433767780496458;1Lk_dUza_R0C;2C4UV_EAAAAJ
402;Analisis keuntungan dan efisiensi penggunaan biaya usahatani kopi rakyat robusta di kecamatan sumber wringin kabupaten bondowoso;EI Sari, E Sutiarso, S Hadi;Jurnal Agribest;2 (1);1;2018;5535268267527483496;AdGrMoNItN4C;2C4UV_EAAAAJ
403;Improved Line Segmentation Framework for Sundanese Old Manuscripts;E Paulus, M Suryani, S Hadi;Journal of Physics: Conference Series;978 (1), 012001;1;2018;16186692781071470667;CmbFvBriOyMC;2C4UV_EAAAAJ
404;Pemberdayaan ekonomi melalui wakaf;S Hadi;ZISWAF: Jurnal Zakat dan Wakaf;4 (2), 229-244;1;2018;3745057802312396648;XR3BWSlh_xcC;2C4UV_EAAAAJ
405;Effect of blades number to performance of Savonius water turbine in water pipe;I Hamzah, A Prasetyo, DDDP Tjahjana, S Hadi;AIP Conference Proceedings;1931 (1), 030046;1;2018;17783254044024231070;8_tS2Vw13FcC;2C4UV_EAAAAJ
406;The study of the influence of the diameter ratio and blade number to the performance of the cross flow wind turbine by using 2D computational fluid dynamics modeling;DDDP Tjahjana, P Purbaningrum, S Hadi, YA Wicaksono, D Adiputra;AIP Conference Proceedings;1931 (1), 030034;1;2018;4727313754470501126;wE8AsS3ykUMC;2C4UV_EAAAAJ
407;Pemberdayaan Kelompok Peka Desa Lembuak Kecamatan Narmada Dalam Pengolahan Limbah Buah Lokal Untuk Peningkatan Kesehatan Keluarga;S Hamdiani, S Hamdiani, D Asnawati, D Asnawati, SR Kamali, SR Kamali, ...;Prosiding Seminar APPPI;2018;1;2018;16699679612217824866;knQODA9bSJkC;2C4UV_EAAAAJ
408;PENGARUH ALOKASI DANA DESA, DANA DESA, BELANJA MODAL, DAN PRODUK DOMESTIK REGIONAL BRUTO TERHADAP KEMISKINAN KABUPATEN/KOTA DI JAWA TIMUR;NI Susilowati, D Susilowati, S Hadi;Jurnal Ilmu EKonomi JIE;1 (4), 514-526;1;2017;8216812382567411437;gPamCmV4epEC;2C4UV_EAAAAJ
409;Mechanical Properties of Composite Waste Material Based Styrofoam, Baggase and Eggshell Powder for Application of Drone Frames;M Perdana, S Hadi;IOP Conference Series: Earth and Environmental Science;97 (1), 012034;1;2017;1840612307036547701;Fx13dKtzC7kC;2C4UV_EAAAAJ
410;Payment for Environmental Services Approach to Reduce Flood in Ciliwung Watershed;TR Saridewi, S Hadi, A Fauzi, IW Rusastra;BIOTROPIA-The Southeast Asian Journal of Tropical Biology;24 (2), 127-139;1;2017;10302312783387529871;dMpQl7XwOw4C;2C4UV_EAAAAJ
411;Studi Eksperimen Pengaruh Waktu Peniupan Pada Metoda Degassing Jenis Lance Pipe, Dan Porous Plug Terhadap Kualitas Coran Paduan Aluminium A356. 0;H Subiyanto, S Subowo, DW Gathot, S Hadi;Prosiding SENIATI;3 (2), 14-1-6;1;2017;8421229671931336994;654Jc7Ppz2kC;2C4UV_EAAAAJ
412;PEMBATASAN WASIAT SEBAGAI BENTUK KEADILAN HUKUM ISLAM;S Hadi;Al-Ahwal: Jurnal Hukum Keluarga Islam;9 (2), 169-184;1;2017;1624558028435896581;BSZS1fLCB98C;2C4UV_EAAAAJ
413;POLA PENGASUHAN ISLAMI DALAM PENDIDIKAN KELUARGA (Penguatan Peran Keluarga Jamaah Masjid Baitul Abror Teja Timur);S Hadi;TADRIS: Jurnal Pendidikan Islam;12 (1), 117-133;1;2017;4300586847380052944;GHsHDPAyICYC;2C4UV_EAAAAJ
414;Internalization of Conservation Values in Forming Green Consumption Attitude;S Hadi, KB Mulyono;Dinamika Pendidikan;12 (1), 43-52;1;2017;15907204025495540007;qSd0DAb9jMoC;2C4UV_EAAAAJ
415;Membangun Keterampilan Sosial Sebagai Pendidikan Karakter Pada Kegiatan Ekstrakurikuler;FL Anggraini, F Hanurawan, S Hadi;Seminar Nasional Teknologi Pembelajaran dan Pendidikan Dasar;2017, 975-982;1;2017;12918316446153684988;dHRcJqc9SEQC;2C4UV_EAAAAJ
416;Story-telling: Upaya Meningkatkan Daya Simak dalam Keterampilan Menyimak Interaktif Berbahasa;S Hadi;Briliant: Jurnal Riset dan Konseptual;2 (2), 163-177;1;2017;10899097158919733400;M8meJADSprsC;2C4UV_EAAAAJ
417;Uji Kekuatan Tekan dan Kekuatan Lentur Pipa Air PVC;S Hadi, RNA Takwin, A Dani;Logic: Jurnal Rancang Bangun dan Teknologi;16 (1), 7;1;2017;8862816864751850322;YanO1q2l3soC;2C4UV_EAAAAJ
418;Umpan Balik dan Gaya Kognitif Pada Matakuliah Pembelajaran Matematika di Kediri;S Hadi;Briliant: Jurnal Riset dan Konseptual;2 (1), 113-123;1;2017;11614712901922112634;QI7uKX5mnFEC;2C4UV_EAAAAJ
419;Effect of codoping cobalt and aluminum on enhancing the piezoelectricity properties of fiber-based zinc oxide;D Subagiyo, M Thoyib, Suyitno, S Hadi, A Jamaluddin, R Hidayat;AIP Conference Proceedings;1788 (1), 030059;1;2017;4361020210171249143;Np1obAXpBq8C;2C4UV_EAAAAJ
420;Biologi reproduksi ikan kembung lelaki, Rastreliger kanagurta (Cuvier, 1816) di Perairan Pesisir Takalar, Sulawesi Selatan;M Kasmi, S Hadi, W Kantun;Jurnal Iktiologi Indonesia;17 (3), 259-271;1;2017;14788833620573496153;-TLX1-BxFiYC;2C4UV_EAAAAJ
421;Pengembangan Model Pembelajaran Kuantum Simulatif untuk Meningkatkan Keterampilan Berbicara Peserta Didik SMP;S Hadi, R Rustono;Seloka: Jurnal Pendidikan Bahasa Dan Sastra Indonesia;6 (3), 331-341;1;2017;4934986356103077999;Wqn_fehR_TUC;2C4UV_EAAAAJ
422;Humanisme Teistik Emha Ainun Nadjib dan Kontribusinya bagi Kehidupan Sosial;S Hadi;Jurnal Filsafat;27 (1), 91-105;1;2017;5386805330764950141;pRWBApOjXDcC;2C4UV_EAAAAJ
423;Education Hybridization of Pesantren and its Challenges in Rural Industrialization;S Hadi, E Soetarto, S Sunito, NK Pandjaitan;Jurnal Pendidikan Islam;5 (2), 261-285;1;2016;18195937376640607090;7xtfDMUJqJkC;2C4UV_EAAAAJ
424;Dampak Keterkaitan Ekonomi Pulau Sulawesi, Jawa Timur, dan Kalimantan Timur terhadap Ekonomi Wilayah;A Arman, S Hadi, NA Achsani, A Fauzi;Jurnal Ekonomi dan Kebijakan Publik;7 (1), 97-109;1;2016;11935072250571206754;XDrR66g3YHsC;2C4UV_EAAAAJ
425;SIMULASI HORIZONTAL AXIS WATER TURBINE TIPE SAVONIUS PADA ALIRAN AIR DALAM PIPA MENGGUNAKAN APLIKASI SOLID WORK;ASK Putra, S Hadi, DDDP Tjahjana;ROTOR;43-45;1;2016;13325596096431988318;q82PccF7nXcC;2C4UV_EAAAAJ
426;Resistensi Pengguna Terhadap Sistem Informasi Akademik Universitas pgri adi buana surabaya;S Hadi, LL Prayitno;WAHANA;67 (2), 39-46;1;2016;2864845471510421702;4WewbtJKmRkC;2C4UV_EAAAAJ
427;PELUANG PENGEMBANGAN AGROINDUSTRI BERBASIS PERIKANAN LAUT DI DUSUN PAYANGAN DESA SUMBEREJO KECAMATAN AMBULU KABUPATEN JEMBER;S Hadi, NF Fauzi;Marine Fisheries: Journal of Marine Fisheries Technology and Management;7 (2 …;1;2016;5019474641222124232;HKviVsUxM5wC;2C4UV_EAAAAJ
428;Efektivitas Pendampingan dalam Produksi dan Pengunaan Insektisida Organik di Kelompok Tani Sumber Urip Malang;MAK Budiyanto, M Muizuddin, S Hadi;Proceeding Biology Education Conference: Biology, Science, Enviromental, and …;;1;2016;5850419204039754123;17ZO-CJnx_8C;2C4UV_EAAAAJ
429;Perkembangan Wakaf Dari Tradisi Menuju Regulasi;S Hadi;ZISWAF: Jurnal Zakat dan Wakaf;2 (1), 23-39;1;2016;3282582877820018291;DXE8ND7PrJAC;2C4UV_EAAAAJ
430;Karakteristik butir soal ujian semester dan kemampuan siswa SMA di kabupaten Muaro Jambi;M Elvira, S Hadi;Jurnal Evaluasi Pendidikan;4 (1), 58-68;1;2016;5732518999924792700;ji7lAbPyDbYC;2C4UV_EAAAAJ
431;Penerapan Model Pembelajaran Group Investigation (GI) untuk Meningkatkan Aktivitas dan Hasil Belajar Sistem Pengapian Konvensional;AH Mubarok, S Hadi;Taman Vokasi;4 (1);1;2016;7083221715905164329;sJK75vZXtG0C;2C4UV_EAAAAJ
432;Monitoring and characterizing the geysering and seismic activity at the Lusi mud eruption site, east Java, Indonesia;K Karyono, A Obermann, A Mazzini, M Lupi, I Syafri, A Abdurrokhim, ...;EGU General Assembly Conference Abstracts;18;1;2016;6477081647067616877;svGagg1hbZMC;2C4UV_EAAAAJ
433;The design of Cu-doped ZnO thermoelectric module (simulation study);S Hadi, A Suratwan, A Kurniawan, EP Budiana, Suyitno;AIP Conference Proceedings;1717 (1), 040003;1;2016;7070700002058035195;CB6W3GmKGOEC;2C4UV_EAAAAJ
434;Land subsidence survey and policy development in Pantai Mutiara, Jakarta Bay, Indonesia;H Park, S Kwon, S Hadi;Journal of Coastal Research;75 (sp1), 1447-1452;1;2016;7911303901800321260;v6i8RKmR8ToC;2C4UV_EAAAAJ
435;Kontribusi Kompetensi Emosional Dan Praktik Kepemimpinan Transformasional Kepala Sekolah Terhadap Keberdayaan Guru Sekolah Menengah Kejuruan;S Hadi;Jurnal Ilmu Pendidikan;17 (3);1;2016;8860536083790949487;3wLP7v6BnpwC;2C4UV_EAAAAJ
436;Effects of Cooperative Learning Method Type Stad, Language Aptitude, and Intelligence on the Achievement English Hotel at Medan Tourism Academy;AK Ritonga, A Mukhadis, S Hadi, DM Handarini;International Journal of Social Sciences & Educational Studies;128;1;2016;10353555142271224932;yaBp1wUtcLsC;2C4UV_EAAAAJ
437;Penelitian Desain Pendidikan: Mendekatkan Teori dengan Praktis;S Hadi;;;1;2016;3175944941061270076;PklR0melJeUC;2C4UV_EAAAAJ
438;Pengaruh Model Pembelajaran Socio-Biological Case Based Learning Terhadap Hasil Belajar Kognitif Mahasiswa Biologi FMIPA UM;HE Pratiwi, S Hadi, S Herawati;Makalah disajikan dalam Seminar Nasional Biologi, Jurusan Biologi FMIPA …;;1;2016;12020036542546541960;za7pDTvVV8kC;2C4UV_EAAAAJ
439;Efisiensi Produksi Padi di Kecamatan Kuala Kampar Kabupaten Pelalawan;R Arnanda, S Hadi, R Yulida;Sorot;11 (2), 111-126;1;2016;10895715064387680350;Cvh0bltMcLgC;2C4UV_EAAAAJ
440;Dialektika Seribu Sungai Esai-Esai yang Membicarakan Puisi dan Sastra Modern Kalimantan Selatan;S Hadi;jhghjgjh;;1;2016;8100386763272727020;PuOEWVtPfzwC;2C4UV_EAAAAJ
441;Inovasi Kurikulum Keagamaan Di SMAN 1 Pamekasan;S Hadi;TADRIS: Jurnal Pendidikan Islam;10 (1), 119-152;1;2015;10249797803622940940;37UQlXuwjP4C;2C4UV_EAAAAJ
442;Pengaruh ketaatan diri dan organisasi terhadap perilaku tidak etis dan kecurangan akuntansi;S Hadi, MPD Prasaja;Jurnal Analisis Bisnis Ekonomi;13 (2), 129-139;1;2015;1755607189908547495;WTSGYGHz1bkC;2C4UV_EAAAAJ
443;Analisis Usaha Kecil Menengah Pengolahan Minyak Kelapa Rakyat Di Kecamatan Enok;R Junianto, S Hadi, D Muwardi;Jurnal Online Mahasiswa (JOM) Bidang Pertanian;2 (1), 1-12;1;2015;15357433726433319349;vRqMK49ujn8C;2C4UV_EAAAAJ
444;PENGARUH PELAPISAN NIKEL (Ni) TERHADAP LAJU KOROSI PADA IMPELLER POMPA;S Hadi;Jurnal Momentum;17 (1);1;2015;2589798498896805371;_OXeSy2IsFwC;2C4UV_EAAAAJ
445;Pengembangan Wilayah Berbasis Potensi Unggulan di Kabupaten Manggarai Timur Provinsi NTT Sebagai Daerah Otonom Baru;MF Darlen, S Hadi, M Ardiansyah;TATALOKA;17 (1), 37-52;1;2015;7631648727090037368;ye4kPcJQO24C;2C4UV_EAAAAJ
446;Analisis SWOT dalam Rangka Meningkatkan Kuantitas dan Kualitas Mahasiswa Manajemen Dakwah Fakultas Dakwah dan Komunikasi IAIN Antasari;H Hatmansyah, S Hadi, J Herlita;LP;P2M IAIN Antasari Banjarmasin;1;2015;2618833044856348047;aEW5N-EHWIMC;2C4UV_EAAAAJ
447;Sejarah Musik;S Hadi;Diandra Kreatif;;1;2015;8786181696488077847;6VlyvFCUEfcC;2C4UV_EAAAAJ
448;Application of Oyster (Anadara inflata) Shell Chitosan as Adsorbent for Heavy Metal Cu (II) Ion;S Hadi, B Hastuti, NT Setiawati;Applied Mechanics and Materials;798, 390-394;1;2015;18084774401727490893;oTdOBqtIf_kC;2C4UV_EAAAAJ
449;Valuasi Ekonomi Objek Wisata Gunung Banyak di Kota Batu Dengan Pendekatan Individual Travel Cost;SP Hadi;Jurnal Ilmiah Mahasiswa FEB;4 (1);1;2015;7441977935715753738;__bU50VfleQC;2C4UV_EAAAAJ
450;Peran kepala Smk Negeri di Kota Yogyakarta berdasarkan persepsi guru;V Vivianti, S Hadi;Jurnal Pendidikan Vokasi;5 (3), 394-404;1;2015;1433514557387405904;raTqNPD5sRQC;2C4UV_EAAAAJ
451;Kepedulian Perguruan Tinggi Terhadap Pengusaha Kecil Melalui Bantuan Sarana Produksi, teknologi Informasi dan Pelaporan Keuangan;AA Kusnanto, S Hadi;Jurnal ABM Mengabdi;1;1;2014;16847985758574390956;pYKElYtJMmwC;2C4UV_EAAAAJ
452;Dampak partisipasi dalam kegiatan kemasyarakatan terhadap pendapatan rumah tangga perdesaan di Indonesia;A Nasution, E Rustiadi, B Juanda, S Hadi;Sosiohumaniora;16 (3), 222-227;1;2014;2039419668486330990;z_wVstp3MssC;2C4UV_EAAAAJ
453;Regulasi uu NomoR 41 TahuN 2004 TeNTaNg Wakaf (Tinjauan sejarah-sosial);S Hadi;Jurnal Penelitian;8 (2);1;2014;15513039358981652735;Vr2j17o0sqMC;2C4UV_EAAAAJ
454;Analisis Pertumbuhan Dan Daya Saing Sektoral Kabupaten Rokan Hilir;TA Disyamto, S Hadi, F Restuhadi;Jurnal Online Mahasiswa (JOM) Bidang Pertanian;1 (2), 1-15;1;2014;13168964439062437776;dshw04ExmUIC;2C4UV_EAAAAJ
455;PENGARUH PENERAPAN MBS, PENGELOLAAN PEMBELAJARAN DAN PARTISIPASI KOMITE SEKOLAH TERHADAP MUTU PENDIDIKAN SD/MI;GE Waluyo, S Hadi;Jurnal Akuntabilitas Manajemen Pendidikan;2 (2), 159-173;1;2014;5867851492120661052;OTTXONDVkokC;2C4UV_EAAAAJ
456;HUBUNGAN KOMPONEN PERILAKU (PENGETAHUAN, SIKAP, TINDAKAN) MEROKOK PADA MAHASISWA PSIK UNITRI ANGKATAN 2009;WRR Lake, S Hadi;Care: Jurnal Ilmiah Ilmu Kesehatan;2 (2), 18-22;1;2014;17112247265249812976;rzmi0EmCOGEC;2C4UV_EAAAAJ
457;Pengaruh Independence In Attitude Dan Pengalaman Terhadap Skeptisisme Profesional Auditor;S Hadi, FI Hardiyati;Ekbisi;8 (2);1;2014;4271748484085829477;LpHykl0McycC;2C4UV_EAAAAJ
458;Effect of lyophilized amniotic membrane, hyaluronic acid, and their combination in preventing adhesion after tendon repair in New Zealand white rabbits;SA Hadi, J Sukmawan;Medical Journal of Indonesia;23 (2), 65-73;1;2014;1763187266988940809;TiIbgCYny7sC;2C4UV_EAAAAJ
459;Efisiensi Produksi Kelapa Sawit Pola Swadaya Di Desa Senama Nenek Kec Tapunng Hulu Kabupaten Kampar;Z Ridho, S Hadi, J Yusri;Jurnal Online Mahasiswa (JOM) Bidang Pertanian;1 (1), 1-14;1;2014;1548383014374044593;hC7cP41nSMkC;2C4UV_EAAAAJ
460;Repeatability and Reproducibility of Fibre-Based Nanogenerator Synthesized by Electrospinning Machine;S Huda, Z Arifin, S Hadi, RL Lambang;IOP Conference Series: Materials Science and Engineering;58 (1), 012013;1;2014;1732773646341835013;i6LplTXqhpIC;2C4UV_EAAAAJ
461;A study surface layer and hardness produced by induction hardened S45C steel;A Kusmoko, RA Dahar, HJ Li, S Hadi;Applied Mechanics and Materials;664, 43-47;1;2014;11546506414809109840;uoeYKOKFegwC;2C4UV_EAAAAJ
462;Estimasi Parameter Facegen Modeler Untuk Untuk 3D Face-Generating Khas Indonesia;S HADI, D NURSANTIKA;Bandung: Jurnal Prosiding SNM;;1;2014;2152073543588093643;tL5YfqkXb3gC;2C4UV_EAAAAJ
463;The Dispute of Ambalat in the Perspective of Indonesian Foreign Policy in the Post-New Order Era;S Hadi;Indonesian J. Int'l L.;12, 1;1;2014;11502706190973662325;FQ36aI_S1AEC;2C4UV_EAAAAJ
464;Sistem Bank Soal Daerah Terkalibrasi untuk Menyongsong Era Desentralisasi;H Retnawati, S Hadi;Jurnal Ilmu Pendidikan;20 (2);1;2014;6815179938861265750;Ei5r6KrKXVQC;2C4UV_EAAAAJ
465;KONSEP APIK DALAM KOREOGRAFI WAYANG BABAR;S Hadi;Jurnal Kawistara;4 (1);1;2014;17461699126459591784;Nnq8S6OXqDYC;2C4UV_EAAAAJ
466;PENGELOLAAN PEMBELAJARAN KONTEKSTUAL KEJAR PAKET C DI SANGGAR KEGIATAN BELAJAR (SKB) KABUPATEN BATANG;S Hadi;Universitas Negeri Semarang;;1;2014;13773101876751112326;4aZ_i-5WJEQC;2C4UV_EAAAAJ
467;Faktor-Faktor yang Mempengaruhi Kenaikan Tekanan Darah pada Pekerja yang Terpajan Kebisingan di PT.“X” Indonesia Tahun 2014;S Hadi;;;1;2014;18049044242623405174;TlpoogIpr_IC;2C4UV_EAAAAJ
468;PENGARUH LINGKUNGAN MINYAK MENTAH TERHADAP LAJU KOROSI PADA PIPA BAJA KARBON DAN PIPA GALVANIS;S Hadi, J Jumarlis;Jurnal Teknik Mesin;3 (2);1;2013;7685741599831852089;Aul-kAQHnToC;2C4UV_EAAAAJ
469;PENGEMBANGAN METODE PENGONTROLAN TEMPERATUR ALIRAN UDARA DENGAN MENGGUNAKAN ANALOG VOLTAGE-CONTROLLED PHASE-ANGLE-FIRED POWER INTERFACE;A Yanto, S Hadi;Jurnal Teknik Elektro-ITP;2 (3);1;2013;7859412191615566002;F9fV5C73w3QC;2C4UV_EAAAAJ
470;Tinjauan Matematis Manusia Prima;S Hadi;Ta'allum: Jurnal Pendidikan Islam;1 (2), 234-242;1;2013;16769058223442740021;xii_ZKWM4-0C;2C4UV_EAAAAJ
471;Hubungan Antara Status Sosial Ekonomi Orang Tua Dan Prestasi Belajar Otomotif Terhadap Minat Berwiraswasta Siswa SMK Muhammadiyah Bambanglipuro Yogyakarta;DR Effendy, S Hadi;TAMAN VOKASI;1 (1);1;2013;8063303754704304212;a2necdfpwlEC;2C4UV_EAAAAJ
472;Pembelajaran Sosial Emosional Sebagai Dasar Pendidikan Karakter Anak Usia Dini;SHS Hadi;Jurnal Teknodik;227-240;1;2013;10730733220895528494;x8G803Bi31IC;2C4UV_EAAAAJ
473;Tarekat Kadiran Pada Masyarakat Kaduara Timur Pragaan Sumenep;S Hadi;NUANSA: Jurnal Penelitian Ilmu Sosial dan Keagamaan Islam;10 (1);1;2013;17413158008598888153;c_xDhezhKKUC;2C4UV_EAAAAJ
474;DEFENDING ASEAN'S “CENTRALITY”: INDONESIA AND THE POLITICS OF EAST ASIAN REGIONAL ARCHITECTURE IN THE POST-AMERICAN FINANCIAL CRISIS ERA;S Hadi;China and East Asia: After the Wall Street Crisis;187-204;1;2013;15745303813546988005;uPCvBZYD9qUC;2C4UV_EAAAAJ
475;The Impact of Logistics Performance on the Sales Level: An Empirical Study in Retail Sector;M Setiawan, S Hadi;International Conference on Information Systems for Business Competitiveness …;;1;2013;12488939786679890322;5VjbC5aozO0C;2C4UV_EAAAAJ
