no;title;author;journal;number;cites;year;cid;pubid;id
26;Peran desentralisasi fiskal terhadap kinerja ekonomi di kabupaten/kota provinsi Jawa Tengah;H Sasana;Jurnal Ekonomi Pembangunan: Kajian Masalah Ekonomi dan Pembangunan;10 (1 …;67;2009;6558601960589569359;CMPXdcK5v8EC;2C4UV_EAAAAJ
27;Metodelogi Penelitian;S Hadi;Yogyakarta: Andi;;67;2000;10487705248433206157;tsQ8sfJ2mf4C;2C4UV_EAAAAJ
28;Metodologi Research 1 & 2;S Hadi;Penerbit Fakultas Psikologi UGM, Yogyakarta;;61;1987;16933386321552414429;FkBsMxS_Bp0C;2C4UV_EAAAAJ
29;Gastroenterologi;S Hadi;Penerbit Alumni, Bandung;;57;1983;9837504567964704882;mVC4hKzE2FoC;2C4UV_EAAAAJ
30;Production of sodium-chloride-tolerant Brassica juncea plants by in vitro selection at the somatic embryo level;PB Kirti, S Hadi, PA Kumar, VL Chopra;Theoretical and applied genetics;83 (2), 233-237;56;1991;15453218024612245917;aSKcRT6rTsQC;2C4UV_EAAAAJ
31;Penelitian research;S Hadi;BPEE, Yogyakarta;;50;2004;6332769141303076989;Itmi1h0dExoC;2C4UV_EAAAAJ
32;Metode pemecahan masalah menurut polya untuk mengembangkan kemampuan siswa dalam pemecahan masalah matematis di sekolah menengah pertama;S Hadi, R Radiyatul;EDU-MAT;2 (1);45;2014;16452402435858822370,15890288370945938723,5641539952895400065;wE-fMHVdjMkC;2C4UV_EAAAAJ
33;Pemilihan Prediktor Delisting Terbaik (Perbandingan Antara The Zmijewski Model, The Altman Model, dan The Springate Model);S Hadi, A Anggraeni;Indonesian Journal of Accounting and Auditing;12 (2);43;2008;15956544014553294956;TuM7UPshZo8C;2C4UV_EAAAAJ
34;Metodologi Riset Nasional;S Hadi;Magelang: Akmil;;43;1987;8998692815219742904;wUn16MOA3RoC;2C4UV_EAAAAJ
35;Variabilitas suhu dan klorofil-a di daerah upwelling pada variasi kejadian ENSO dan IOD di perairan selatan Jawa sampai Timor;K Kunarso, S Hadi, NS Ningsih, MS Baskoro;ILMU KELAUTAN: Indonesian Journal of Marine Sciences;16 (3), 171-180;40;2012;1654208434497812696;86PQX7AUzd4C;2C4UV_EAAAAJ
36;Bimbingan menulis skripsi-thesis;S Hadi;Jajasan Penerbitan, Fakultas Psychologi, Universitas Gadjah Mada;;39;1970;3651769919693147126;WF5omc3nYNoC;2C4UV_EAAAAJ
37;Assessing capability in design and technology: The case for a minimally invasive approach;B David;Design and Technology Education: An International Journal;12 (2);36;2008;18130781509831981076,13850577153166730757,15218523252475048529;SGW5VrABaM0C;2C4UV_EAAAAJ
38;The role of forests and trees in protecting coastal areas against tsunamis;H Latief, S Hadi;Regional Technical Workshop on Coastal Protection in the Aftermath of the …;;36;2007;5147189257215226471;MLfJN-KU85MC;2C4UV_EAAAAJ
39;Evidence that HLA-B* 2706 is not protective against spondyloarthropathy.;D Sudarsono, S Hadi, A Mardjuadi, AR Nasution, AJ Dekker-Saeys, ...;The Journal of rheumatology;26 (7), 1534-1536;36;1999;13860561791472316282;uJ-U7cs_P_0C;2C4UV_EAAAAJ
40;Disintegrasi pasca Orde Baru: negara, konflik lokal, dan dinamika internasional;S Hadi;Yayasan Obor Indonesia;;33;2007;15431741752914916271;O0MA3yP7Y3UC;2C4UV_EAAAAJ
41;Pengelolaan kelas;S Hadi;Surakarta: UNS Press;;31;2005;14900793803126091287;Sf6vrWCRp3YC;2C4UV_EAAAAJ
42;Seri Program Statistik;S Hadi, S Pamardiyanto;Yogyakarta: Universitas Gajah Mada;;31;1997;18081648082177556840;kk7MRXTjMocC;2C4UV_EAAAAJ
43;Arus laut;S Hadi, I Radjawane;Institut Teknologi Bandung Press, Bandung;;30;2011;13855820499773430944;HbR8gkJAVGIC;2C4UV_EAAAAJ
44;A methodology to assess environmental vulnerability in a coastal city: Application to Jakarta, Indonesia;G Yoo, AR Kim, S Hadi;Ocean & coastal management;102, 169-177;29;2014;7710917185378028797;_axFR9aDTf0C;2C4UV_EAAAAJ
45;Perencanaan pembangunan wilayah dan pedesaan;A Anwar, S Hadi;Majalah Prisma;24-28;29;1996;2108765092941861461;JoZmwDi-zQgC;2C4UV_EAAAAJ
46;Aktivitas nokturnal vektor demam berdarah dengue di beberapa daerah di Indonesia;UK Hadi, S Soviana, DD Gunandini;Jurnal Entomologi Indonesia;9 (1), 1;27;2012;6447375939388495356;hqOjcs7Dif8C;2C4UV_EAAAAJ
47;Paradigma baru Pendidikan matematika;S Hadi;Makalah disajikan pada pertemuan Forum Komunikasi Sekolah Inovasi Kalimantan …;;24;2003;2371924608608863794;tKAzc9rXhukC;2C4UV_EAAAAJ
48;The geochemistry and origin of the hydrothermal water erupted at Lusi, Indonesia;A Mazzini, F Scholz, HH Svensen, C Hensen, S Hadi;Marine and Petroleum Geology;90, 52-66;21;2018;5755688629362180966;anDooRL1HQEC;2C4UV_EAAAAJ
49;Lusi, a clastic‐dominated geysering system in Indonesia recently explored by surface and subsurface observations;K Karyono, A Obermann, M Lupi, M Masturyono, S Hadi, I Syafri, ...;Terra nova;29 (1), 13-19;21;2017;16990088920259638295;3WNXLiBY60kC;2C4UV_EAAAAJ
50;Metode Penelitian Kualitatif;MT Hasan, W Subroto;Malang: Visipress Media;;20;2009;17691375125690169057,1861746703920508230;4oJvMfeQlr8C;2C4UV_EAAAAJ
51;PMR: Menjadikan pelajaran matematika lebih bermakna bagi siswa;S Hadi;Makalah disampaikan pada Seminar Nasional Pendidikan Matematika “Perubahan …;;20;2003;3655464396221179892;fEOibwPWpKIC;2C4UV_EAAAAJ
52;Merangkul Cina;I Wibowo, S Hadi;Gramedia Pustaka Utama;;19;2013;4024235549924951289;qCaWouos7ogC;2C4UV_EAAAAJ
53;Mud volcano and its evolution;BP Istadi, HT Wibowo, E Sunardi, S Hadi, N Sawolo;Earth sciences;;18;2012;3704769404961962519;v6PuF9mNY3oC;2C4UV_EAAAAJ
54;Fate and behavior of organochlorine pesticides in the Indonesian tropical climate: a study in the Segara Anakan estuarine ecosystem;S Noegrohati, S Hadi;CLEAN–Soil, Air, Water;36 (9), 767-774;18;2008;9392222391275072843;L1USKYWJimsC;2C4UV_EAAAAJ
55;Kajian lokasi upwelling untuk penentuan fishing ground potensial ikan tuna;K Kunarso, S Hadi, NS Ningsih;ILMU KELAUTAN: Indonesian Journal of Marine Sciences;10 (2), 61-67;18;2005;3930960824467494419;foquWX3nUaYC;2C4UV_EAAAAJ
56;PMRI dan KBK dalam Era otonomi Pendidikan;R Soedjadi, S Hadi;Buletin PMRI. Edisi III;;18;2004;11237011966208826566;W5xh706n7nkC;2C4UV_EAAAAJ
57;Persepsi guru bidang studi pendidikan Pancasila dan kewarganegaraan tentang pendidikan pendahuluan bela negara dalam kurikulum 1994 di Jawa Tengah;S Hadi;Universitas Gadjah Mada;;18;1997;14477632108847360406;SoGhKUJvMTQC;2C4UV_EAAAAJ
58;Metodologi Penelitian Hukum;S Hadi;Surakarta: UNS Press, Surakarta;;18;1989;9415113420139640021;5thYEm8kiqcC;2C4UV_EAAAAJ
59;Efri, 2008. The Antifungal Activity Test of Some Organotin (IV) Carboxylates;S Hadi, B Irawan;Journal of Applied Sciences Research;4 (11), 1521-152;18;#N/A;4812985608108055389;TY5xIG7f_2sC;2C4UV_EAAAAJ
60;Radon and carbon gas anomalies along the Watukosek fault system and Lusi mud eruption, Indonesia;A Sciarra, A Mazzini, S Inguaggiato, F Vita, M Lupi, S Hadi;Marine and Petroleum Geology;90, 77-90;17;2018;8290143942949138463,13350955499641927923;8O4vDxvErlEC;2C4UV_EAAAAJ
61;The mathematics education reform movement in Indonesia;S Hadi;Selected regular lectures from the;12th International Congress on …;17;2015;4991139149165699386;Se3iqnhoufwC;2C4UV_EAAAAJ
62;Pengembangan Computerized Adaptive Test Berbasis Web;S Hadi;Yogyakarta: Aswaja Pressindo;;17;2013;7616913203876034345;rFyVMFCKTwsC;2C4UV_EAAAAJ
63;Indonesia, ASEAN, and the rise of China: Indonesia in the midst of East Asia's dynamics in the post-global crisis world;S Hadi;International Journal of China Studies;3 (2), 151;17;2012;14938082883984908677;hB2aVRuWZNwC;2C4UV_EAAAAJ
64;Akurasi prediksi curah hujan harian operasional di Jabodetabek: Perbandingan dengan model WRF;I Gustari, TW Hadi, S Hadi, F Renggono;Jurnal Meteorologi dan Geofisika;13 (2);17;2012;18179931392198436333;mel-f30kHHgC;2C4UV_EAAAAJ
65;Sintesis Silika Berbasis Pasir Alam Bancar menggunakan Metode Kopresipitasi;S Hadi, M Munasir, T Triwikantoro;Jurnal Fisika dan Aplikasinya;7 (2), 110202| 1-4;17;2011;10128148797642491672;LjlpjdlvIbIC;2C4UV_EAAAAJ
66;Pasang Surut Laut;M Ali, DK Mihardja, S Hadi;Bandung: Institut Teknologi Bandung;;17;1994;905278763316860352;anf4URPfarAC;2C4UV_EAAAAJ
67;Pengambilan minyak atsiri bunga cengkeh (Clove Oil) menggunakan pelarut n-heksana dan benzena;S Hadi;Jurnal Bahan Alam Terbarukan;1 (2);16;2012;7055302689973750418;TIZ-Mc8IlK0C;2C4UV_EAAAAJ
68;Widyarini, Metodologi Penelitian untuk Manajemen dan Akuntansi;S Hadi;Yogyakarta: Ekonisia;;16;2009;11689338858314234911;2Q0AJrNhS-QC;2C4UV_EAAAAJ
69;Pembelajaran Konsep Pecahan Menggunakan Media Komik Dengan Strategi Bermain Peran Pada Siswa SD Kelas IV Semen Gresik;S Hadi;Tersedia http://www. puslitjaknov. depdiknas. go. id/data/file/;/2008 …;16;2005;9084821782642473124;roLk4NBRz8UC;2C4UV_EAAAAJ
70;Pengantar pendidikan;S Hadi, M Soebroto, TB Suparno, BP Widjihardjo;Surakarta: UNS Pers;;16;2003;16139916196690126449;kFM4V80Y5EsC;2C4UV_EAAAAJ
71;Metode riset evaluasi;S Hadi;Yogyakarta: Lakbang Grafika;;15;2011;13464629451652313278;QyXJ3EUuO1IC;2C4UV_EAAAAJ
72;Sketsa Al-Qur’an Tempat, Tokoh, Nama dan Istilah dalam Al-Qur’an;MI El-Saha, S Hadi;Seri II. Cet I. Jakarta: Lista Fariska Putra;;15;2005;16401129426113437835;IT1MJ6E3JesC;2C4UV_EAAAAJ
73;Diseases of species and provenances of acacias in West and South Kalimantan, Indonesia;S Hadi, ST Nuhamara;Diseases of tropical acacias;23-47;15;1997;1858511605992844539;ufrVoPGSRksC;2C4UV_EAAAAJ
74;Pengaruh tindakan supervisi terhadap kepuasan kerja akuntan pemula;S Hadi;Indonesian Journal of Accounting and Auditing;11 (2);13;2007;8218223754791876690;1pC5hbHeJ6IC;2C4UV_EAAAAJ
75;Strategi pembangunan Mahathir dan Soeharto: politik industrialisasi dan modal Jepang di Malaysia dan Indonesia;S Hadi, D Dolet, JS Manuel, SB Khrisna;Pelangi Cendekia;;13;2005;4566868696231536331;oFn-K-OQSCAC;2C4UV_EAAAAJ
76;Pengembangan Agropolitan Sebagai Strategi Pembangunan Perdesaan dan Pembangunan Berimbang;E Rustiadi, S Hadi;Makalah Workshop Pengembangan Agropolitan Sebagai Strategi Pembangunan …;;13;2004;11572115517106604545;UHK10RUVsp4C;2C4UV_EAAAAJ
77;Perubahan Fonologis Kata-kata Serapan dari Bahasa Arab dalam Bahasa Indonesia;S Hadi, SC Soeratno, M Ramlan, IDP Wijana;Gadjah Mada University;;13;2003;15540519994543700788;oYVvnHz_XzQC;2C4UV_EAAAAJ
78;Hubungan persepsi mutu pelayanan dan nilai konsumen dengan kepuasan konsumen;K HARYANTI;Universitas Gadjah Mada;;13;1999;370785929299666832;ULOm3_A8WrAC;2C4UV_EAAAAJ
79;Statistik 1, 2, 3;S Hadi;Andi Offset, Yogyakarta;;13;1995;12748057497800633038;g5Ck-dwhA_QC;2C4UV_EAAAAJ
80;Pembuatan dan Karakterisasi Zeolit A dari Sekam Padi;SH Hadi;Kimia, Universitas Gadjah Mada, Yogyakarta;;13;1993;4941856737977807025;dTyEYWd-f8wC;2C4UV_EAAAAJ
81;Widyarini. 2009;S Hadi;Metodologi Penelitian untuk Manajemen dan Akuntansi;;13;#N/A;12352871129687256140;e3CVSTJ63dQC;2C4UV_EAAAAJ
82;Integrasi pasar kakao biji perdesaan Sulawesi Tengah dengan pasar dunia;MR Yantu, P Fakultas Pertanian–Universitas Tadulako, B Juanda, ...;Pusat Sosial Ekonomi dan Kebijakan Pertanian;;12;2016;12771725047557353893;vbGhcppDl1QC;2C4UV_EAAAAJ
83;Agama dan Radikalisme di Indonesia;B Effendy, S Hadi;Nuqtah;;12;2007;3324219557365517514;2tRrZ1ZAMYUC;2C4UV_EAAAAJ
84;Karakteristik Fisikokimia Gelatin dari Yulang Kakap Merah (Lutjanus sp.) serta Pemanfaatan-nya dalam Produk Jelly;S Hadi;Skripsi. Institut Pertanian Bogor, Bogor;;12;2005;13162725833994321973;UmS_249rOGwC;2C4UV_EAAAAJ
85;Analysis of Surface Wave Attenuation in Mangrove Forests;S Hadi, H Latief, M Muliddin;Journal of Engineering and Technological Sciences;35 (2), 89-108;12;2003;8572050554018228268;WZBGuue-350C;2C4UV_EAAAAJ
86;Patologi hutan;S Hadi;Fakultas Kehutanan, Institut Pertanian Bogor;;12;2001;13367268567509039059;eH23hyXCXa4C;2C4UV_EAAAAJ
87;Teori Matematika Realistik, The Second Tryout of RME-based INSET 2000;S Hadi;University of Twente. Enschede: Tidak diterbitkan;;12;2000;14068078191015720480;AXPGKjj_ei8C;2C4UV_EAAAAJ
88;Seed transmission of salt tolerance in regenerants of Brassica juncea selected in vitro;PB Kirti, S Hadi, VL Chopra;Cruciferae Newsletter;85, 14-15;12;1991;11426475038252357204;aXwx4OqTWR4C;2C4UV_EAAAAJ
89;Remote sensing applications in the Southeast Sumatra coastal environment;AS Sobur, MJ Chambers, R Chambers, J Damopolii, S Hadi, AJ Hanson;Remote Sensing of Environment;7 (4), 281-303;12;1978;16437344503318009718;4fGpz3EwCPoC;2C4UV_EAAAAJ
90;Second order magnetic phase transition and scaling analysis in iron doped manganite La0. 7Ca0. 3Mn1− xFexO3 compounds;D Ginting, D Nanto, YR Denny, K Tarigan, S Hadi, M Ihsan, JS Rhyee;Journal of Magnetism and Magnetic Materials;395, 41-47;11;2015;2073013230748607048;pYRxIbzCxX0C;2C4UV_EAAAAJ
91;Pemahaman konsep matematika siswa SMP melalui penerapan model pembelajaran kooperatif tipe memeriksa berpasangan (Pair Checks);S Hadi, MU Kasum;EDU-MAT;3 (1);11;2015;13219536204427081216;X9ykpCP0fEIC;2C4UV_EAAAAJ
92;Dampak modal sosial terhadap kesejahteraan Rumah Tangga Perdesaan di Indonesia;A Nasution, E Rustiadi, B Juanda, S Hadi;MIMBAR, Jurnal Sosial dan Pembangunan;30 (2), 137-148;11;2014;8790022552910406401;1yQoGdGgb4wC;2C4UV_EAAAAJ
93;Analisis Penerapan Akuntansi Lingkungan Pada PT. Istana Cipta Sembada Banyuwangi;S Hadi;;;11;2012;12163527602932094494;LK8CI43ZvvMC;2C4UV_EAAAAJ
94;Overcoming violent conflict: Peace and development analysis in Maluku and North Maluku;G Brown, C Wilson, S Hadi;CPRU-UNDP, LIPI and BAPPENAS;;11;2005;10937593973925852747;5-bGDoUgDrYC;2C4UV_EAAAAJ
95;Overcoming violent conflict;G Brown, C Wilson, S Hadi;Peace and development analysis in Maluku and North Maluku, United Nations …;;11;2005;3385268559552013136;HkunuPqSaCsC;2C4UV_EAAAAJ
96;Status of mycorrhiza research on dipterocarps in Indonesia;S Hadi, Y Fakuara, Y Setiadi, R Prematuri, ST Nuhamara;Proceedings of BIO-REFOR Pre-Workshop;75-81;11;1991;12521069152543244322;_Re3VWB3Y0AC;2C4UV_EAAAAJ
97;Forest concessions in Indonesia: Institutional aspects;JA Gray, S Hadi;Jakarta (Indonesia);;11;1989;4084824079514281747;AHdEip9mkN0C;2C4UV_EAAAAJ
98;Effect of Russula spp., Scleroderma sp., and Boletus sp. on the mycorrhizal development and on the growth of five dipterocarp species;S Hadi, E Santoso;Malaysian Scientific Association;;11;1988;9165995319520168304;_Ybze24A_UAC;2C4UV_EAAAAJ
99;The Lusi drone: a multidisciplinary tool to access extreme environments;G Di Stefano, G Romeo, A Mazzini, A Iarocci, S Hadi, S Pelphrey;Marine and Petroleum Geology;90, 26-37;10;2018;12872211428147255824;sfsSB7lKuh0C;2C4UV_EAAAAJ
100;Study on land cover change of Ciliwung downstream watershed with spatial dynamic approach;M Ali, S Hadi, B Sulistyantara;Procedia-Social and Behavioral Sciences;227, 52-59;10;2016;13872103777256276040;n3vGvpFsckwC;2C4UV_EAAAAJ
101;Pembelajaran penjumlahan dan pengurangan pecahan dengan menggunakan media komik pada siswa kelas VII SMP Muhammadiyah 08 Malang, simposium nasional penelitian pendidikan Jakarta;S Hadi;;;10;2008;15307916546947250257;PkcyUWeTMh0C;2C4UV_EAAAAJ
102;DeWa: A multiaspect approach for multiple face detection in complex scene digital image;S Hadi, AS Achmad, IS Suwardi, F Wazdi;Journal of ICT Research and Applications;1 (1), 16-28;10;2007;3193273512251765328;WC23djZS0W4C;2C4UV_EAAAAJ
103;Kawasan agropolitan: konsep pembangunan desa-kota berimbang;E Rustiadi, S Hadi, WM Ahmad;Crescent Press;;10;2006;17163237279919338449;_B80troHkn4C;2C4UV_EAAAAJ
104;Manfaat temulawak di-tinjau dari segi kedokteran;S Hadi;Prosiding Simposium Nasional Temulawak. Bandung;17-18;10;1985;5983846856285446388;nPT8s1NX_-sC;2C4UV_EAAAAJ
105;Mifbakhudin. 2005. Hubungan Pendapatan Perkapita, Pengetahuan Gizi Ibu dan Aktivitas Fisik dengan Obesitas Anak Kelas 4 dan 5 di SD Hj. Isriati Baiturrahman Kota Semarang;S Hadi, E Sulistyowati;Jurnal Kesehatan Masyarakat Indonesia Fakultas Kesehatan Masyarakat …;;10;#N/A;9895144106408325301;wuD5JclIwkYC;2C4UV_EAAAAJ
106;Insights on the structure of Lusi mud edifice from land gravity data;G Mauri, A Husein, A Mazzini, D Irawan, R Sohrabi, S Hadi, H Prasetyo, ...;Marine and Petroleum Geology;90, 104-115;9;2018;7252453495305671422;r56sNq9gaawC;2C4UV_EAAAAJ
107;IMPLEMENTING THE COMPUTER-BASED NATIONAL EXAMINATION IN INDONESIAN SCHOOLS: THE CHALLENGES AND STRATEGIES.;H Retnawati, S Hadi, AC Nugraha, E Sulistyaningsih, H Djidu, E Apino, ...;Problems of Education in the;21st Century 75 (6);9;2017;11438468776629391849;mS4qin7VKjkC;2C4UV_EAAAAJ
108;High strength and ductility of ultrathin laminate foils using accumulative roll bonding and asymmetric rolling;H Yu, K Tieu, S Hadi, C Lu, A Godbole, C Kong;Metallurgical and Materials Transactions A;46 (2), 869-879;9;2015;7122335368465010606;URGbnSt0D2cC;2C4UV_EAAAAJ
109;Pengaruh Variasi Perbandingan Udara-Bahan Bakar Terhadap Kualitas Api Pada Gasifikasi Reaktor Downdraft Dengan Suplai Biomass Serabut Kelapa Secara Kontinyu;S Hadi, S Dasopuspito;Jurnal Teknik ITS;2 (3), B384-B387;9;2013;16452908755271813449;j8SEvjWlNXcC;2C4UV_EAAAAJ
110;Survei Pendidikan Jasmani, Olahraga, dan Kesehatan pada Satuan Pendidikan SD, SMP, SMA Negeri se-Kecamatan Karangan Kabupaten Trenggalek;S Hadi;Jurnal Pendidikan Olahraga dan Kesehatan;1 (1);9;2013;15376460156977123439;1wZ_wKGpLuwC;2C4UV_EAAAAJ
111;Evaluasi implementasi kurikulum berbasis kompetensi pada lembaga kursus dan pelatihan (LKP) program otomotif DIY;S Hadi;Jurnal Pendidikan Vokasi;2 (2);9;2012;18401060755917866310;2VqYfGB8ITEC;2C4UV_EAAAAJ
112;Naskah al-Mambal al-'adhb li-dhikr al-qalb: Kajian atas dinamika perkembangan ajaran tarekat naqshabandiyah khalidiyah di Minangkabau;S Hadi;UIN Syarif Hidayatullah Jakarta: Sekolah Pasca Sarjana;2011;9;2011;18037534768063328717;4Yq6kJLCcecC;2C4UV_EAAAAJ
113;Karakteristik Petir Terkait Curah Hujan Lebat di Wilayah Bandung, Jawa Barat;D Septiadi, S Hadi;Jurnal meteorologi dan geofisika;12 (2);9;2011;7972813306258313698;i2xiXl-TujoC;2C4UV_EAAAAJ
114;Meningkatkan Keterampilan Berpikir Tingkat Tinggi Melalui Pembelajaran;IBP Aryana;Singaraja: Undiksha;;9;2009;17442948128060260583;fXCg-C-QWH4C;2C4UV_EAAAAJ
115;Model Trend Prestasi Siswa Berdasarkan Data PISA Tahun 2000, 2003, dan 2006;S Hadi, E Mulyatiningsih;Jakarta: Departemen Pendidikan Nasional;;9;2009;5638715721893701450;vofGIMt6cyEC;2C4UV_EAAAAJ
116;Improving vulnerable urban space in post-disaster in Yogyakarta and Central Java, Indonesia: Participatory and comprehensive approach;S Hadi;Vulnerable cities: Realities, innovations and strategies;225-240;9;2008;10029549751331468470;R8TPKZP7usQC;2C4UV_EAAAAJ
117;Memanfaatkan Excel Untuk Analisis Statistik;S Hadi;Ekonosia Kampus Fakultas Ekonomi Universitas Islam Indonesia: Yogyakarta;;9;2007;3418934791711579423;hEXC_dOfxuUC;2C4UV_EAAAAJ
118;Aplikasi Matematika;S Hadi;Jakarta: Yudistira;;9;2007;205983858741688291;8xutWZnSdmoC;2C4UV_EAAAAJ
119;Pendidikan Realistik: Menjadikan Pelajaran Matematika Lebih Bermakna bagi Siswa;S Hadi;Yogyakarta: Universitas Sanata Dharma;;9;2003;16432312308891329910;URolC5Kub84C;2C4UV_EAAAAJ
120;Perencanaan Pembangunan Wilayah dan Pedesaan;A Affandi, S Hadi;Prisma, Jakarta;;9;1996;17295348788702026276;0CzhzZyukY4C;2C4UV_EAAAAJ
121;Swidden cultivation among the Tunjung of East Kalimantan with particular emphasis on socio-economic factors;S Hadi, Y BAYAU LUNG;Sarawak museum journal;39 (60), 111-148;9;1988;7093817988852735848;wKETBy42zhYC;2C4UV_EAAAAJ
122;ICFHR2016 competition on the analysis of handwritten text in images of balinese palm leaf manuscripts;JC Burie, M Coustaty, S Hadi, MWA Kesiman, JM Ogier, E Paulus, K Sok, ...;;2016 15th International Conference on Frontiers in Handwriting Recognition …;8;2016;3804771935281417586;ojlX30-wUrgC;2C4UV_EAAAAJ
123;Pengaruh Investasi, Pengeluaran Pemerintah dan Tenaga kerja terhadap PDRB Kabupaten/Kota di Propinsi Banten Tahun 2010-2014;AJ Rahman, A Soelistyo, S Hadi;Jurnal Ekonomi Pembangunan;14 (1), 112-121;8;2016;5390496937245180366;lRPiJ3GhvscC;2C4UV_EAAAAJ
124;Modification of chitosan by swelling and crosslinking using epichlorohydrin as heavy metal Cr (VI) adsorbent in batik industry wastes;B Hastuti, A Masykur, S Hadi;IOP Conference Series: Materials Science and Engineering;107 (1), 012020;8;2016;9999169616022205164;_tF6a-HnqWAC;2C4UV_EAAAAJ
125;Deteksi objek kendaraan pada citra dijital jalan raya menggunakan metode visi komputer;S Hadi, YR Samara;;;8;2012;11058384330605212463;jU7OWUQzBzMC;2C4UV_EAAAAJ
