no;title;author;journal;number;cites;year;cid;pubid;id
18;Genotypic And Phenotypic Characterization Of Alcaligenes Javaensis Jg3 Potential AS An Effective Biodegrader;SN Ethica, O Oedjijono, E Semiarti, J Widada, TJ Raharjo;BIOTROPIA-The Southeast Asian Journal of Tropical Biology;25 (1), 1-10;4;2018;43347118012552676;PELIpwtuRlgC;Z9KwPZEAAAAJ
19;The influence of thidiazuron on direct somatic embryo formation from various types of explant in Phalaenopsis amabilis (L.) blume orchid;W Mose, A Indrianto, A Purwantoro, E Semiarti;HAYATI Journal of Biosciences;24 (4), 201-205;4;2017;5575751413583764500;1qzjygNMrQYC;Z9KwPZEAAAAJ
20;In Vitro culture of orchids: The roles of class-1 knox gene in shoot development;E Semiarti, A Purwantoro, A Indrianto;J Biol Res;20, 18-27;4;2014;14473865691820307723;ldfaerwXgEUC;Z9KwPZEAAAAJ
21;Comparative evaluation of conventional versus rapid methods for amplifiable genomic DNA isolation of cultured Azospirillum sp. JG3;SN Ethica, DR Nataningtyas, P Lestari, I Istini, E Semiarti, J Widada, ...;Indonesian Journal of Chemistry;13 (3), 248-253;4;2013;11417834640166870814;5ugPr518TE4C;Z9KwPZEAAAAJ
22;Overexpression of PaFT gene in the wild orchid Phalaenopsis amabilis (L.) Blume;E Semiarti, IS Mercuriani, R Rizal, A Slamet, BS Utami, IA Bestari, ...;AIP Conference Proceedings;1677 (1), 090005;3;2015;12834341227351362349;J_g5lzvAfSwC;Z9KwPZEAAAAJ
23;Induction of In Vitro Flowering of Indonesian Wild Orchid, Phalanaenopsis amabilis (L.) Blume;E Semiarti, IS Mercuriani, A Slamet, B Sulistyaningsih, IAP Bestari, S Jang, ...;;;3;2014;8200054336007235586;lSLTfruPkqcC;Z9KwPZEAAAAJ
24;Amplification of Azospirillum sp. JG3 glpd gene fragment using degenerate primers generated by web-based tools;SN Ethica, MK Hammi, P Lestari, E Semiarti, J Widada, TJ Raharjo;The Journal of Microbiology, Biotechnology and Food Sciences;3 (3), 231;3;2013;13264499130084395654;70eg2SAEIzsC;Z9KwPZEAAAAJ
25;Perkembangan awal protocorm anggrek Phalaenopsis amabilis secara in vitro setelah penambahan zat pengatur tumbuh α-naphtaleneacetic acid dan thidiazuron;EFC Ningrum, IN Rosyidi, RR Puspasari, E Semiarti;Majalah Ilmiah Biologi BIOSFERA: A Scientific Journal;34 (1), 9-14;2;2017;7242570608358762989;eJXPG6dFmWUC;Z9KwPZEAAAAJ
26;Genetic variation of natural orchid phalaenopsis amabilis (L.) blume produce gamma ray irradiation;R Sulistianingsih, A Purwantoro, W Mangoendidjojo, E Semiarti;Jurnal Ilmiah Aplikasi Isotop dan Radiasi;8 (1), 1-10;2;2012;18194427489193039833;35N4QoGY0k4C;Z9KwPZEAAAAJ
27;Improvement of genetic transformation efficiency in Vanda tricolor orchid using acetosyringone;R Dwiyani, A Purwantoro, A Indrianto, E Semiarti;Annales Bogorienses;14 (2), 27-32;2;2010;18264369508181795657;JV2RwH3_ST0C;Z9KwPZEAAAAJ
28;Identifikasi genotip hibrida hasil persilangan anggrek lokal Vanda tricolor Lindl. var suavis asala Merapi dan Vanda limbata Blume. Dengan PCR-RFLP pada daerah intergenik trnL …;AB Sasongko, A Indrianto, E Semiarti;;;2;2010;12340559115042113836;_xSYboBqXhAC;Z9KwPZEAAAAJ
29;Perbandingan karakter morfologi dan molekuler Vanda tricolor Lindl. var suavis forma Merapi dan Vanda tricolor Lindl. var suavis forma Bali;E Semiarti, A Purwantoro, R Dwiyani, ES Les;text;;2;2009;17009192231112970303;M3ejUd6NZC8C;Z9KwPZEAAAAJ
30;AS1 and AS2, which are required for the development of leaf shape and venation pattern, are the repressors of class1-KNOX.;Y Ueno, H Iwakawa, E Semiarti, F Ogasawara, S Araki, C Machida, ...;PLANT AND CELL PHYSIOLOGY;43, S138-S138;2;2002;5811365950491192065;IjCSPb-OGe4C;Z9KwPZEAAAAJ
31;Use of the R-RS Site-Specific Recombination System in Plants;C Machida, H Onouchi, E Semiarti, T Ishikawa, Y Machida;Plant Molecular Biology Manual;117-141;2;2000;16997497192991085731;zYLM7Y9cAGgC;Z9KwPZEAAAAJ
32;Taryono dan Semiarti, E. 2007. Embriogenesis somatik anggrek bulan Phalaenopsis amabilis (L.) Bl.: Struktur dan pola perkembangan;ESW Utami, I Soemardi;Berkala Penelitian Hayati;13, 33-3;2;#N/A;853799623978349191;eflP2zaiRacC;Z9KwPZEAAAAJ
33;Micropropagation of Mini Orchid Hybrid Phalaenopsis “Sogo Vivien”;E Mursyanti, A Purwantoro, S Moeljopawiro, E Semiarti;Journal of Tropical Biodiversity and Biotechnology;1 (1), 45-5;2;#N/A;5117875480881556488;u_35RYKgDlwC;Z9KwPZEAAAAJ
34;Diversity and conservation strategy of orchids under anthropogenic influence in Taman Wisata Alam Curug Setawing, Yogyakarta;FY KURNIAWAN, A SETIAJI, F PUTRI, A SUYOKO, E SEMIARTI;Prosiding Seminar Nasional Masyarakat Biodiversitas Indonesia;4 (2), 173-177;1;2018;8575505345292634755;1yQoGdGgb4wC;Z9KwPZEAAAAJ
35;Improvement of genetic variability in seedlings of Spathoglottis plicata orchids through X-ray irradiation;S Aloysius, A PURWANTORO, K DEWI, E SEMIARTI;Biodiversitas Journal of Biological Diversity;18 (1);1;2017;17018970372442188878;K3LRdlH-MEoC;Z9KwPZEAAAAJ
36;Callus Induction from Various Organs of Dragon Fruit, Apple and Tomato on some Mediums;S Rumiyati, E Semiarti, AF Milasari, DK Sari, N Fitriana, S Galuh;Sciences;20 (5), 244-252;1;2017;4389230266019566777;q3oQSFYPqjQC;Z9KwPZEAAAAJ
37;Peptone and tomato extract induced early stage of embryo development of Dendrobium phalaenopsis Orchid;N Setiari, A Purwantoro, S Moeljopawiro, E Semiarti;Journal of Tropical Biodiversity and Biotechnology;1 (2), 77-84;1;2016;11160772705973715330;08ZZubdj9fEC;Z9KwPZEAAAAJ
38;PENGARUH CAHAYA DAN TEMPERATUR TERHADAP PERTUMBUHAN TUNAS DAN PROFIL PROTEIN TANAMAN ANGGREK Phalaenopsis amabilis TRANSGENIK PEMBAWA GEN Ubipro:: PaFT;RR Putra, IS Mercuriani, E Semiarti;Bioeksperimen: Jurnal Penelitian Biologi;2 (2), 76-90;1;2016;9712956492746242161;fPk4N6BV_jEC;Z9KwPZEAAAAJ
39;Transformasi Gen Pembungaan melalui Agrobacterium tumefaciens Secara In-Vitro pada Tanaman Anggrek Vanda tricolor;R DWIYANI, H YUSWANTI, IS MERCURIANI, E SEMIARTI;Agrotrop: Journal on Agriculture Science;6 (1), 83-89;1;2016;13919607815529723987;tOudhMTPpwUC;Z9KwPZEAAAAJ
40;Konservasi anggrek hitam (Coelogyne pandurata Lindl.) melalui mikropropagasi pada berbagai medium kultur;R Restiani, E Semiarti, A Indrianto;Prosiding Simposium Nasional Pendidikan Biologi (Symbion;2016) 27, 393-404;1;2016;1745605525266173684;l7t_Zn2s7bgC;Z9KwPZEAAAAJ
41;PENGARUH CAHAYA DAN TEMPERATUR TERHADAP PERTUMBUHAN DAN PROFIL PROTEIN TANAMAN ANGGREK Phalaenopsis amabilis TRANSGENIK PEMBAWA GEN Ubipro PaFT;RR Putra;Universitas Gadjah Mada;;1;2015;11139962825881882860;mvPsJ3kp5DgC;Z9KwPZEAAAAJ
42;Insertion of a Flowering gene, PaFT, into Phalaenopsis amabilis orchid using Agrobacterium tumefaciens;IS Mercuriani, A Purwantoro, S Moeljopawiro, E Semiarti;;;1;2015;3515918846597117895;ns9cj8rnVeAC;Z9KwPZEAAAAJ
43;Variasi genetik anggrek alam Phalaenopsis amabilis (L.) Blume hasil iradiasi sinar gamma;R Sulistianingsih, A Purwantoro, W Mangoendidjojo, E Semiarti;Jurnal Ilmiah Aplikasi Isotop dan Radiasi;8 (1);1;2013;1280825968495336288;YsMSGLbcyi4C;Z9KwPZEAAAAJ
44;MULTIPLIKASI TUNAS PADA MIKROPROPAGASI TANAMAN TRANSGENIK ANGGREK Phalaenopsis amabilis (L.) Blume PEMBAWA 35S:: KNAT1 PADA MEDIA TANPA FITOHORMON;TB SAPUTRO;Universitas Gadjah Mada;;1;2013;741014229460844217;W7OEmFMy1HYC;Z9KwPZEAAAAJ
45;Selection of Phalaenopsis amabilis (L.) Blume Orchid Resistance to Hygromycin;I Mercuriani, A Purwantoro, S Moeljopawiro, S Jang, E Semiarti;Indonesian Journal of Biotechnology;17 (2), 107-113;1;2012;97537247887833820;9ZlFYXVOiuMC;Z9KwPZEAAAAJ
46;Karakterisasi Isolat Rhizoctonia sp. Patogenik dan Rhizoctonia Mikoriza Pada Tanaman Anggrek Tanah Spathoglottis plicata;S Soelistijono, A Priyatmojo, E Semiarti, C Sumardiyono;Journal of Biota;16 (2);1;2011;8381945668492386553;fQNAKQ3IYiAC;Z9KwPZEAAAAJ
47;Establishment of high-frequency genetic transformation method of Indonesian orchid species mediated by Agrobacterium tumefaciens;E Semiarti, A Indrianto, A Purwantoro, INA Martiwi, YML Feroniasanti, ...;Proceedings of Nagoya International Orchid Congress, Japan;32-39;1;2011;7180820569346760714;iH-uZ7U-co4C;Z9KwPZEAAAAJ
48;High frequency of Agrobacterium-mediated Genetic Transformation of Indonesian Black Orchid (Coelogynepandurata) Induced by Acetosyringone;E Semiarti, A Indrianto, EA Suyono, IS Mercuriani, RL Nurwulan, ...;;;1;2010;7388704775162049085;pyW8ca7W8N0C;Z9KwPZEAAAAJ
49;A New Method for Identifying the Progeny of Intergeneric Orchid Breeding Based on its Chloroplast TRNL-F Sequences as a Molecular Marker;E Semiarti, Y Machida, C Machida;;;1;2008;17308533165580516866;bFI3QPDXJZMC;Z9KwPZEAAAAJ
50;Keragaman fenotip plantlet anggrek bulan putih Phalaenopsis amabilis (L.) Blume hasil iradiasi sinar gamma;S SETIAWAN;Universitas Gadjah Mada;;1;2008;15508523546188237428;7PzlFSSx8tAC;Z9KwPZEAAAAJ
51;PRODUKSI GALUR MURNI MELALUI INDUKSI EMBRIOGENIK MIKROSPORA CABAI MERAH BESAR DENGAN STRES;A Indrianto, E Semiarti;Zuriat;15 (2);1;2004;7353243496430816635;rO6llkc54NcC;Z9KwPZEAAAAJ
52;Formation of a symmetric flat leaf lamina in Arabidopsis;C Machida, H Iwakawa, Y Ueno, E Semiarti, H Tsukaya, M Hasebe, ...;Morphogenesis and Pattern Formation in Biological Systems;177-187;1;2003;7636119981744422502;5nxA0vEk-isC;Z9KwPZEAAAAJ
53;The Asymmetric Leaves2 (AS2) Gene of Arabidopsis Thaliana Regulates Lamina Formation and is Required for Patterning of Leaf Venation;E Semiarti, Y Ueno, H Iwakawa, H Tsukaya, C Machida, Y Machida;Progress in Biotechnology;18, 63-68;1;2001;16357986556994599983;ZeXyd9-uunAC;Z9KwPZEAAAAJ
54;Cytoprotective activity of tomato and carrot callus on human dermal fibroblast adult (HDFa);Rumiyati, Sismindari, A Nurrochmad, E Semiarti, S Widyarini, ...;AIP Conference Proceedings;2099 (1), 020021;0;2019;#N/A;NJ774b8OgUMC;Z9KwPZEAAAAJ
55;Cytoprotective activity of tomato and carrot callus on human dermal fibroblast adult (HDFa);S Rumiyati, A Nurrochmad, E Semiarti, S Widyarini, D Prastiandari, ...;American Institute of Physics Conference Series;2099 (2);0;2019;#N/A;tKAzc9rXhukC;Z9KwPZEAAAAJ
56;SCREENING OF RESTRICTION ENZYMES FOR THE DEVELOPMENT OF RESTRICTION FRAGMENT-BASED, GENOMIC BIOMARKER OF ALCALIGENES JAVAENSIS;SN Ethica, E Semiarti, TJ Raharjo, O Oedjijono, AR Sulistyaningtyas, ...;Ethica;5 (1), 62-72;0;2019;#N/A;kzcrU_BdoSEC;Z9KwPZEAAAAJ
57;Phenotypic variation and genetic alteration of Spathoglottis plicata resulted from in vitro cultured seed irradiated with X-Ray;S ALOYSIUS, A PURWANTORO, K DEWI, E SEMIARTI;Biodiversitas Journal of Biological Diversity;19 (5), 1642-1648;0;2018;#N/A;dQ2og3OwTAUC;Z9KwPZEAAAAJ
58;Orchid biotechnology for Indonesian orchids conservation and industry;E Semiarti;AIP Conference Proceedings;2002 (1), 020022;0;2018;#N/A;PR6Y55bgFSsC;Z9KwPZEAAAAJ
59;In vitro shoot induction from intact protocorm and early stage development in Dendrobium phalaenopsis;A SETIAJI, N SETIARI, E SEMIARTI;Prosiding Seminar Nasional Masyarakat Biodiversitas Indonesia;4 (1), 20-27;0;2018;#N/A;ye4kPcJQO24C;Z9KwPZEAAAAJ
60;Orchids diversity in Province of Yogyakarta;A SETIAJI, A MUNA, FP JATI, F PUTRI, E SEMIARTI;Prosiding Seminar Nasional Masyarakat Biodiversitas Indonesia;4 (1), 63-68;0;2018;#N/A;LjlpjdlvIbIC;Z9KwPZEAAAAJ
61;Isolation and characterization of LEAFY homologous gene partial sequences from Dendrobium capra JJ Smith Endemic Orchid of Java Island;MD Lawrie, A Indrianto, A Purwantoro, E Semiarti;Journal of BIOLOGICAL RESEARCHES| Volume;23 (2), 54;0;2018;#N/A;_B80troHkn4C;Z9KwPZEAAAAJ
62;Stability of T-DNA integration in Phalaenopsis “Sogo Vivien” transgenic orchid carrying 35S:: Gal4:: AtRKD4:: GR;E Semiarti, E Mursyanti, A Suyoko, FSW Perdana, CT Widyastuti, ...;Biology, Medicine, & Natural Product Chemistry;7 (1), 5-13;0;2018;#N/A;hkOj_22Ku90C;Z9KwPZEAAAAJ
63;Micropropagation of Dendrobium phalaenopsis Orchid Through Overexpression of Embryo Gene AtRKD4;N Setiari, A Purwantoro, S Moeljopawiro, E Semiarti;AGRIVITA, Journal of Agricultural Science;40 (2), 284-294;0;2018;#N/A;JoZmwDi-zQgC;Z9KwPZEAAAAJ
64;Phenotypic and Molecular Characterization of Multishoots Development in Transgenic Phalaenopsis Amabilis (L.) Blume Harboring 35s:: knat1 (Knotted-like Arabidopsis Thaliana 1);TB Saputro, E Semiarti, A Purwantoro;BIOTROPIA-The Southeast Asian Journal of Tropical Biology;25 (1), 11-21;0;2018;#N/A;dTyEYWd-f8wC;Z9KwPZEAAAAJ
65;PENGARUH PEPTON TERHADAP PERTUMBUHAN EMBRIO ANGGREK Vanda tricolor Lindley var. Suasiv ASAL MERAPI SECARA IN VITRO;RR Puspasari, IN Rosyidi, EFC Ningrum, E Semiarti;Scripta Biologica;5 (1), 47-50;0;2018;#N/A;ZuybSZzF8UAC;Z9KwPZEAAAAJ
66;PROPAGASI Dendrobium stratiotes Rchb. f. DENGAN BENZILADENIN SECARA IN VITRO;UKN Qomariah, E Semiarti;AGROSAINTIFIKA;1 (1), 14-21;0;2018;#N/A;JQOojiI6XY0C;Z9KwPZEAAAAJ
67;HAYATI Journal of Biosciences;W Mose, A Indrianto, A Purwantoro, E Semiarti;;;0;2017;#N/A;_Ybze24A_UAC;Z9KwPZEAAAAJ
68;PENGARUH THIDIAZURON DAN NAPHTALENE ACETIC ACID UNTUK INDUKSI EMBRIOGENESIS SOMATIK DARI DAUN ANGGREK Phalaenopsis “Sogo Vivien”;PD Kasi, E Semiarti;Journal of Mathematics and Natural Sciences;7 (1), 31-40;0;2017;#N/A;8AbLer7MMksC;Z9KwPZEAAAAJ
69;INDUKSI EMBRIOGENESIS SOMATIK TANAMAN ANGGREK Phalaenopsis Sogo Vivien MELALUI PENYISIPAN GEN AtRKD4 DENGAN Agrobacterium tumefaciens;E MURSYANTI;Universitas Gadjah Mada;;0;2017;#N/A;eMMeJKvmdy0C;Z9KwPZEAAAAJ
70;PERTUMBUHAN KALUS DARI EKSPLAN HIPOKOTIL DAN KOTILEDON TANAMAN TOMAT (Solanum lycopersicum L.)“Marta”,“Permata”, DAN “Zamrud” DAN PRODUKSI METABOLIT SEKUNDERNYA;AF Milasari, E Semiarti;Universitas Gadjah Mada;;0;2017;#N/A;AXPGKjj_ei8C;Z9KwPZEAAAAJ
71;RESPON PERTUMBUHAN DAN KANDUNGAN KAROTENOID KALUS DARI KECAMBAH WORTEL (Daucus carota L.) DENGAN JENIS EKSPLAN YANG BERBEDA;NIA FITRIANA, E Semiarti, MS Rumiyati;Universitas Gadjah Mada;;0;2017;#N/A;HE397vMXCloC;Z9KwPZEAAAAJ
72;VARIASI MORFOLOGIS, FISIOLOGIS, DAN MOLEKULAR TANAMAN ANGGREK Spathoglottis plicata Blume HASIL IRRADIASI SINAR-X;S ALOYSIUS;Universitas Gadjah Mada;;0;2017;#N/A;olpn-zPbct0C;Z9KwPZEAAAAJ
73;The Effect of Peptone on Embryo Development of Orchid During In Vitro Culture;E Semiarti, N Setiari, WD Astutiningrum, S Nurliana, W Mose;Proceeding of the;1st International Conference on Tropical Agriculture, 85-93;0;2017;#N/A;V3AGJWp-ZtQC;Z9KwPZEAAAAJ
74;Dynamic expression of POH1 gene in shoot development during in vitro culture of Phalaenopsis orchid;E Semiarti, A Slamet, R Rizal, IS Mercuriani;AIP Conference Proceedings;1744 (1), 020019;0;2016;#N/A;ZHo1McVdvXMC;Z9KwPZEAAAAJ
75;Micropropagation of Sandalwood (Santalum album L.) endemic plant from East Nusa Tenggara, Indonesia;HRL Solle, E Semiarti;AIP Conference Proceedings;1744 (1), 020026;0;2016;#N/A;SeFeTyx0c_EC;Z9KwPZEAAAAJ
76;Early detection of the orchid flowering gene PaFT1 in tobacco cells using a GFP reporter;S Wahyuningsih, MD Lawrie, BS Daryono, S Moeljopawiro, S Jang, ...;Indonesian Journal of Biotechnology;21 (1), 12-21;0;2016;#N/A;5Ul4iDaHHb8C;Z9KwPZEAAAAJ
77;INDUKSI TUNAS DAN EKSPRESI GEN Dendrobium Orchid Homeobox 1 DENGAN PENAMBAHAN PEPTON PADA MEDIUM KULTUR IN VITRO ANGGREK Dendrobium lineale Rolfe;E Semiarti;Universitas Gadjah Mada;;0;2016;#N/A;t6usbXjVLHcC;Z9KwPZEAAAAJ
78;The potential production of aromatic compounds in flowers of Vanda tricolor;S Darmasiwi, V Indriani, D Innata, E Semiarti;AIP Conference Proceedings;1677 (1), 090006;0;2015;#N/A;RYcK_YlVTxYC;Z9KwPZEAAAAJ
79;Molecular characterization of natural orchid in South slopes of Mount Merapi, Sleman regency, Yogyakarta;DI Ferdiani, FL Devi, JP Koentjana, AF Milasari, I Nur’aini, E Semiarti;AIP Conference Proceedings;1677 (1), 090002;0;2015;#N/A;NaGl4SEjCO4C;Z9KwPZEAAAAJ
80;Micropropagation of Orchid Carrying Knotted1-Like from Arabidopsis thaliana (Knat1) Gene;R Dwiyani, A Purwantoro, A Indrianto, E Semiarti;Plant Tissue Culture and Biotechnology;25 (1), 13-20;0;2015;#N/A;O3NaXMp0MMsC;Z9KwPZEAAAAJ
81;Characterization of High Temperature Resistance gene (HSP70) of Vanda tricolor var. suavis forma Merapi orchids;E SEMIARTI, R ROZIKIN;Prosiding Seminar Nasional Masyarakat Biodiversitas Indonesia;1 (3), 404-408;0;2015;#N/A;4fKUyHm3Qg0C;Z9KwPZEAAAAJ
82;EFFECT OF BENZYLADENINE ON THE FORMATION AND GROWTH OF SHOOT FROM D. stratiotes Rchb. f.'S EMBRYO IN VITRO CULTURE;E Semiarti;Universitas Gadjah Mada;;0;2015;#N/A;WA5NYHcadZ8C;Z9KwPZEAAAAJ
83;PERBANYAKAN TANAMAN CENDANA (Santalum album L.) DENGAN KULTUR IN VITRO;HRL SOLLE, E Semiarti;Universitas Gadjah Mada;;0;2015;#N/A;XiVPGOgt02cC;Z9KwPZEAAAAJ
84;Karakterisasi gen ketahanan terhadap suhu tinggi HSP70 pada anggrek Vanda tricolor var. suavis forma Merapi;E Semiarti, R Rozikin;;;0;2015;#N/A;Tiz5es2fbqcC;Z9KwPZEAAAAJ
85;INDUKSI PEMBUNGAAN IN VITRO PADA ANGGREK BULAN Phalaenopsis amabilis (L.) Blume INDONESIA IN VITRO FLOWERING OF INDONESIAN Phalaenopsis amabilis (L.) Blume;IS Mercuriani, A Slamet, BS Utami, AB Sasongko, A Purwantoro, ...;Jurnal Pertanian Agros;16 (2), 273-277;0;2014;#N/A;cFHS6HbyZ2cC;Z9KwPZEAAAAJ
86;Paten Negara Republik Indonesia untuk invensi dengan judul:“METODE PENINGKATAN EFISIENSI TRANSFORMASI GENETIK KE TANAMAN ANGGREK Phalaenop sisamabilis DENGAN PREKULTUR BIJI …;E Semiarti;Kementrian Hukum dan Hak Asasi Manusia;;0;2014;#N/A;a0OBvERweLwC;Z9KwPZEAAAAJ
87;In planta transformation method for T-DNA transfer in orchids;E Semiarti, A Purwantoro, IS Mercuriani, AM Anggriasari, S Jang, ...;AIP Conference Proceedings;1589 (1), 303-307;0;2014;#N/A;4JMBOYKVnBMC;Z9KwPZEAAAAJ
88;Analisis fungsi gen Phalaenopsis amabilis Flowering locus T1 (PaFT1) pada pembungaan tanaman anggrek alam Phalaenopsis amabilis (L.) Blume;IS MERCURIANI, M SI;Universitas Gadjah Mada;;0;2014;#N/A;Mojj43d5GZwC;Z9KwPZEAAAAJ
89;Regulasi Genetik Inisiasi Pembungaan pada tanaman Anggrek Phalaenopsis amabilis (L.) Blume pada kultur in vitro;E Semiarti, A Purwantoro, IS Mercuriani, AB Sasongko, A Slamet, B Utami;;;0;2014;#N/A;SP6oXDckpogC;Z9KwPZEAAAAJ
90;ISOLASI GEN Aquaporin DARI Manihot esculenta Crantz cv UBI KUNING TERINDUKSI CEKAMAN KEKERINGAN;R PANDEGAN;Universitas Gadjah Mada;;0;2014;#N/A;GnPB-g6toBAC;Z9KwPZEAAAAJ
91;Karakterisasi Fenotipik dan Genotipik Tanaman Anggrek Transgenik Phalaenopsis amabilis (L.) Blume Pembawa Konstruksi T-DNA UbiPro:: PaFT;IAP Bestari;Universitas Gadjah Mada;;0;2014;#N/A;k_IJM867U9cC;Z9KwPZEAAAAJ
92;KARAKTERISASI FENOTIPIK DAN MOLEKULAR TANAMAN ANGGREK Phalaenopsis amabilis (L.) Blume PEMBAWA T-DNA DENGAN KONSTRUKSI 35S:: Hd3a;D Arifah, E Semiarti;Universitas Gadjah Mada;;0;2014;#N/A;isC4tDSrTZIC;Z9KwPZEAAAAJ
93;INDUKSI PEMBUNGAAN ANGGREK BULAN (Phalaenopsis amabilis (L.) Blume) DENGAN PEMBERIAN KOMBINASI BENZILADENIN DAN GIBERELIN SECARA IN VITRO;A SLAMET;Universitas Gadjah Mada;;0;2014;#N/A;r0BpntZqJG4C;Z9KwPZEAAAAJ
