no;title;author;journal;number;cites;year;cid;pubid;id
28;Pengaruh perbedaan warna ovitrap terhadap jumlah telur nyamuk Aedes spp yang terperangkap;A Budiyanto;ASPIRATOR-Jurnal Penelitian Penyakit Tular Vektor (Journal of Vector-borne …;;5;2010;249730217890234827;NaGl4SEjCO4C;xfQZcxcAAAAJ
29;328 MEIOTIC COMPETENCE AND DNA FRAGMENTATION OF PORCINE OOCYTES FROM OVARIES STORED IN VARIOUS TEMPERATURES;P Wongsrikeao, NWK Karja, A Budiyanto, NR Mtango, M Murakami, M Nii, ...;Reproduction, Fertility and Development;16 (2), 283-284;5;2003;11145967377607230207;fQNAKQ3IYiAC;xfQZcxcAAAAJ
30;Pengukuran Kesenjangan Digital Masyarakat Di Kota Pekalongan;DL Tyas, AD Budiyanto, AJ Santoso;Yogyakarta: Tesis Magister Teknik Informatika Universitas Atma Jaya;;4;2016;10502260507275178899;hMod-77fHWUC;xfQZcxcAAAAJ
31;Faktor Risiko Yang Berpengaruh Terhadap Kejadian Malaria di Daerah Endemis di Kabupaten Oku;A Budiyanto;Jurnal Pembangunan Manusia Vol;5 (2);4;2011;18409737176179756304;RGFaLdJalmkC;xfQZcxcAAAAJ
32;Gangguan reproduksi sapi Bali pada pola pemeliharaan semi intensif di daerah sistem integrasi sapi-kelapa sawit;A Budiyanto, TC Tophianong, HK Dewi;Acta VETERINARIA Indonesiana;4 (1), 14-18;3;2016;14646773425767305132;kRWSkSYxWN8C;xfQZcxcAAAAJ
33;Pengaruh Kekuatan Media Sosial dalam Pengembangan Kesenjangan Digital;DL Tyas, AD Budiyanto, AJ Santoso;Scientific Journal of Informatics;2 (2), 147-154;3;2016;10645681548423959511;blknAaTinKkC;xfQZcxcAAAAJ
34;151 EFFECTS OF HEXOSES SUPPLEMENTED IN THE MATURATION AND PRE IMPLANTATION MEDIUM ON THE IN VITRO DEVELOPMENT OF PORCINE OOCYTES;P Wongsrikeao, A Budiyanto, R Ooki, M Teniguchi, T Otoi;Reproduction, Fertility and Development;17 (2), 226-226;3;2004;5574228826392627795;p2g8aNsByqUC;xfQZcxcAAAAJ
35;Perbandingan Indeks Larva Vektor Demam Berdarah Dengue Pra dan Paska-Intervensi di Kota Prabumulih;H Sitorus, Y Taviv, A Budiyanto, LP Ambarita, M Salim, R Mayasari;BALABA: JURNAL LITBANG PENGENDALIAN PENYAKIT BERSUMBER BINATANG BANJARNEGARA …;;2;2017;2408069466375134169;vV6vV6tmYwMC;xfQZcxcAAAAJ
36;Analisis Perbandingan Metode Sibis Dan Metode Econometric Dalam Pengukuran Kesenjangan Digital Di Sumba Barat Daya;GK Pati, AD Budiyanto;Jurnal Sistem dan Informatika;11 (2);2;2017;5634461061235954944;NMxIlDl6LWMC;xfQZcxcAAAAJ
37;PENGARUH DOSIS DAN WAKTU PEMBERIAN PUPUK ORGANIK TERHADAP PERTUMBUHAN DAN HASIL TANAMAN JAGUNG MANIS (Zea mays Saccharata Strut);A Budiyanto, T Supriyadi, S Harieni;AGRINECA;17 (1);2;2017;10779046917576170960;LPZeul_q3PIC;xfQZcxcAAAAJ
38;PENERAPAN ZACHMAN FRAMEWORK DALAM MERANCANG ARSITEKTUR SISTEM INFORMASI (STUDI KASUS UPN “VETERAN” JAWA TIMUR);F Wahyu, AD Budiyanto, FS Rahayu;SCAN-Jurnal Teknologi Informasi dan Komunikasi;10 (3), 31-38;2;2015;3575109748840029509;BqipwSGYUEgC;xfQZcxcAAAAJ
39;PENGUKURAN TATA KELOLA INFRASTRUKTUR TEKNOLOGI INFORMASI BERDASARKAN COBIT FRAMEWORK 4.1 (STUDI KASUS UNIVERSITAS PEMBANGUNAN NASIONAL “VETERAN” JAWA TIMUR);R Alit, AD Budiyanto, BL Sinaga;SCAN-Jurnal Teknologi Informasi dan Komunikasi;10 (2), 29-34;2;2015;2244740170543159242;GnPB-g6toBAC;xfQZcxcAAAAJ
40;Kualitas Morfologi Oosit Sapi Peranakan Ongole yang Dikoleksi secara In Vitro Menggunakan Variasi Waktu Transportasi;A Budiyanto, S Gustari, D Anggoro, D Jatmoko, S Nugraheni, ...;Acta VETERINARIA Indonesiana;1 (1), 15-19;2;2013;17999225919275646622;t6usbXjVLHcC;xfQZcxcAAAAJ
41;Analisis Tingkat Kesehatan Koperasi Kartika Kuwera Jaya Dengan Menggunakan Peraturan Menteri Negara Koperasi Dan Usaha Kecil Dan Menengah Republik INDONESIA NOMOR: 14/PER/M;A Budiyanto;KUKM/XII/;/2009. ESENSI, 39-54;2;2013;5966013970340579321;K3LRdlH-MEoC;xfQZcxcAAAAJ
42;UJI ORGANOLEPTIK NUGGET DAGING DADA ITIK AFKIR DENGAN JENISDAN DOSIS TEPUNG YANG BERBEDA;N Rahmawati, A Budiyanto;FILLIA CENDEKIA;2 (1), 17-22;1;2017;14608369482798784916;mvPsJ3kp5DgC;xfQZcxcAAAAJ
43;Pengembangan Alat Peraga Sederhana Struktur dan Organ Dalam Ikan Untuk Mempermudah Pembelajaran pada Praktikum Ikhtiologi Perikanan;A Budiyanto;Jurnal Kelautan: Indonesian Journal of Marine Science and Technology;8 (2 …;1;2015;7378186042501860118;HDshCWvjkbEC;xfQZcxcAAAAJ
44;Collagen deposition and cellular viability among UVB irradiated human dermal fibroblasts treated by platelets;YW Wirohadidjojo, N Trisnowati, A Budiyanto;Journal of Clinical Medicine and Research;4 (2), 29-33;1;2012;7157510322639336971;L8Ckcad2t8MC;xfQZcxcAAAAJ
45;Analisis kinerja keuangan koperasi karyawan PT XYZ dengan metode pearls;A Budiyanto;Jurnal Stie Nusantara;10 (3), 23-42;1;2007;3678074402919180347;uWQEDVKXjbEC;xfQZcxcAAAAJ
46;The Effect of Topical Extravirgin Olive Oil on Ultraviolet B-Induced 8-Hydroxy-2'-Deoxyguanosine Formation in Human Skin;C Sagita, YW Wirohadidjojo, I Arief Budiyanto;Berkala Ilmu Kedokteran;39 (2007);1;2007;1278824863170716461;zA6iFVUQeVQC;xfQZcxcAAAAJ
47;ANALISA KINERJA INVESTASI REKSADANA PT. SINARMAS SEKURITAS DENGAN METODE INDEKS TREYNOR, JENSEN DAN SHARPE;A Budiyanto;Jurnal ESENSI;9, 1-19;1;2006;10330232093446518895;5Ul4iDaHHb8C;xfQZcxcAAAAJ
48;Control and Mechanism of Tumor Promotion in UV-Carcinogenesis;M Ueda, A Budiyanto, M Ashida, T Bito, M Ichihashi;Journal of Photoscience;9;1;2002;16878545583080365683;mVmsd5A6BfQC;xfQZcxcAAAAJ
49;Sunlight and Skin Cancer;M Ichihashi, A Budiyanto, K Araki, Y Funasaka;Environmental Sciences;203-227;1;2000;14090759880815037618;_B80troHkn4C;xfQZcxcAAAAJ
50;The Effect of PRF on Serum Starved Human Dermal Fibroblast.;S Radiono, YW Wirohadidjojo, A Budiyanto;Journal of the Medical Sciences (Berkala ilmu Kedokteran);48 (2;1;#N/A;1233443081412753463;iH-uZ7U-co4C;xfQZcxcAAAAJ
51;PENGARUH PERSEPSI HARGA, KUALITAS LAYANAN DAN BRAND IMAGE TERHADAP TINGKAT KEPUASAN KONSUMEN DI PT. YERRY PRIMATAMA HOSINDO;A Budiyanto;JURNAL PEMASARAN KOMPETITIF;1 (3);0;2018;#N/A;OU6Ihb5iCvQC;xfQZcxcAAAAJ
52;AN UPDATED CHECKLIST OF THE MOSQUITOES FROM SOUTH SUMATRA PROVINCE WITH A NEW RECORD OF AEDES (DOWNSIOMYIA) PEXUS COLLESS, 1958 (DIPTERA: CULICIDAE) IN INDONESIA;SS Nugroho, M Mujiyono, TA Garjito, R Setiyaningsih, S Alfiah, Y Yahya, ...;TREUBIA;44, 29-46;0;2018;#N/A;cFHS6HbyZ2cC;xfQZcxcAAAAJ
53;"Perencanaan Investasi Pembangunan Perumahan"" Asteria Residence"" Ditinjau Dari Ekonomi Dan Kebutuhan Pasar (Lokasi: Desa Jati Kecamatan Jaten Kabupaten Karanganyar";A Budiyanto, IMNSMT MM;Universitas Muhammadiyah Surakarta;;0;2018;#N/A;PELIpwtuRlgC;xfQZcxcAAAAJ
54;PENAMBAHAN SUPLEMEN ZINC (Zn) PADA SINKRONISASI ESTRUS KAMBING RAS CAMPURAN;MR Ridlo, A Budiyanto;Jurnal Nasional Teknologi Terapan (JNTT);1 (1), 69-76;0;2017;#N/A;WA5NYHcadZ8C;xfQZcxcAAAAJ
55;Faktor yang Berhubungan dengan Kejadian Malaria pada Ibu Hamil di Indonesia;A Budiyanto, T Wuriastuti;Media Penelitian dan Pengembangan Kesehatan;27 (1), 25-30;0;2017;#N/A;M05iB0D1s5AC;xfQZcxcAAAAJ
56;Factor Associated with Malaria among Pregnant Women in Indonesia;A Budiyanto, T Wurisastuti;MEDIA PENELITIAN DAN PENGEMBANGAN KESEHATAN;27 (1), 25-30;0;2017;#N/A;3s1wT3WcHBgC;xfQZcxcAAAAJ
57;PENGUJIAN EFIKASI SUPLEMENTASI KOMBINASI VITAMIN D3, ZINC, DAN VIRGIN COCONUT OIL ORAL PADA PENDERITA VITILIGO YANG MENDAPAT TERAPI NARROW BAND ULTRAVIOLET B;S Radiono, A Budiyanto;Universitas Gadjah Mada;;0;2017;#N/A;xtRiw3GOFMkC;xfQZcxcAAAAJ
58;PENGARUH FOTOTERAPI NARROW BAND ULTRAVIOLET B (NBUVB) TERHADAP KADAR TUMOR NECROSIS FACTOR-a DALAM SERUM PASIEN PRURITUS UREMIA YANG MENJALANI HEMODIALISIS RUTIN;C Cekti, N Trisnowati, A Budiyanto;Universitas Gadjah Mada;;0;2017;#N/A;NhqRSupF_l8C;xfQZcxcAAAAJ
59;EVALUASI SISTEM UMPAN BALIK VARIAN PADA IMPLEMENTASI CLINICAL PATHWAY STROKE NON HEMORAGIK DI RS UGM YOGYAKARTA;RIA SARASWATI, R Pinzon, A Budiyanto;Universitas Gadjah Mada;;0;2017;#N/A;b0M2c_1WBrUC;xfQZcxcAAAAJ
60;Korelasi Antara Kadar Gula Darah dan Derajat Keparahan Fissura Pada Tumit Pecah;RMF ALRAZI, N Trisnowati, A Budiyanto;Universitas Gadjah Mada;;0;2017;#N/A;EUQCXRtRnyEC;xfQZcxcAAAAJ
61;KADAR SUPEROKSID DISMUTASE PLASMA PADA MELASMA;BS SEGAR, A Budiyanto, DRA Winarni;Universitas Gadjah Mada;;0;2017;#N/A;bFI3QPDXJZMC;xfQZcxcAAAAJ
62;EFEK ISOLAT TAGITININ C dari Tithonia diversifoli (Hemsley) A Gray TERHADAP AKTIVITAS MIGRASI DAN EKSPRESI TGF-Beta1 PADA FIBROBLAS KELOID;E SANTI, MSH Wahyuningsih, A Budiyanto;Universitas Gadjah Mada;;0;2017;#N/A;D03iK_w7-QYC;xfQZcxcAAAAJ
63;Perancangan Model Konseptual Penggunaan Dan Penerimaan Media Sosial Untuk M-Bisnis;BAW Wirawan, S Suyoto, AD Budiyanto;Jurnal Sistem dan Informatika;11 (2);0;2017;#N/A;JV2RwH3_ST0C;xfQZcxcAAAAJ
64;Efikasi Terapi Topikal Kortikosteroid Ultrapoten, Solusio, dan Gel Timolol Maleat 0, 5% Terhadap Hemangioma Infantil Superfisial;L Ariwibowo, A Budiyanto, R Danarti;Sari Pediatri;17 (6), 428-34;0;2016;#N/A;bEWYMUwI8FkC;xfQZcxcAAAAJ
65;MODEL D&M IS SUCCESS EFEKTIFITAS SIM-LITABMAS DI UPN “VETERAN” JAWA TIMUR;A Rosadi, AD Budiyanto, BL Sinaga;Jurnal Sistem Informasi dan Bisnis Cerdas;9 (1), 1-7;0;2016;#N/A;BrmTIyaxlBUC;xfQZcxcAAAAJ
66;Studi Kelayakam Pembangkit Tenaga Listrik Mikrohidro Desa Muara Urie Kecamatam Hampang Kabupaten Kotabaru KALSEL;A Budiyanto;Jurnal Mekanika dan Sistem Termal;1 (2), 65-69;0;2016;#N/A;J-pR_7NvFogC;xfQZcxcAAAAJ
67;PERANCANGAN SISTEM APLIKASI PENJUALAN OBAT PADA APOTEK ANUGRAH DENGAN MENGGUNAKAN VISUAL BASIC 6.0;A Budiyanto;PROCIDING KMSI;4 (1);0;2016;#N/A;KxtntwgDAa4C;xfQZcxcAAAAJ
68;Regenerative Effects of Wharton’s Jelly Stem Cells-Conditioned Medium in UVA-Irradiated Human Dermal Fibroblasts;YW Wirohadidjojo, A Budiyanto, H Soebono;Malaysian Journal of Medical and Biological Research;3 (1), 45-50;0;2016;#N/A;TFP_iSt0sucC;xfQZcxcAAAAJ
69;Mahkamah Konstitusi sebagai Positive legislature (Studi Putusan Nomor: 28/PUU-XI/2013 dan Putusan Nomor: 85/PUU-XI/2013);A Budiyanto, SH Iswanto, SH Jaka Susila;Universitas Muhammadiyah Surakarta;;0;2016;#N/A;Y5dfb0dijaUC;xfQZcxcAAAAJ
70;EFEK IRITASI BERBAGAI DETERJEN BUBUK YANG UMUM DIGUNAKAN DI INDONESIA;DRA Winarni, A Budiyanto;Universitas Gadjah Mada;;0;2016;#N/A;1sJd4Hv_s6UC;xfQZcxcAAAAJ
71;HUBUNGAN POLIMORFISME HLA-DR4, HLA-DR6 DAN GOLONGAN DARAH DENGAN DERMATOFITOSIS KRONIK KARENA Trichophyton rubrum Kajian pada masyarakat di Samarinda Kalimantan Timur;N SHEM, DRDIP DERM, H Marsetyawan, R Wahyuningsih, A Budiyanto;Universitas Gadjah Mada;;0;2016;#N/A;f2IySw72cVMC;xfQZcxcAAAAJ
72;PENGARUH FOTOTERAPI NARROW BAND ULTRAVIOLET B (NBUVB) TERHADAP KADAR IL-6 SERUM PADA PENDERITA PRURITUS UREMIA YANG MENJALANI HEMODIALISIS RUTIN;H Soebono, A Budiyanto;Universitas Gadjah Mada;;0;2016;#N/A;pyW8ca7W8N0C;xfQZcxcAAAAJ
73;Preservation of Bull Cement Technology Applications without Freezing Proceed and Utilization of Epididymis as a Slaughterhouse as a Waste Product to Optimized on Bali Cattle …;A Budiyanto, S Mirandi, S Mirandi, P Hermilinda, P Hermilinda, ...;The;6th ISTAP International Seminar on Tropical Animal Production, 541-545;0;2015;#N/A;eJXPG6dFmWUC;xfQZcxcAAAAJ
74;Penentuan Waktu Inseminasi Buatan Menggunakan Pemeriksaan Folikel Ovarium Secara Perrektal untuk Meningkatkan Pregnancy Rate Sapi Potong;A Budiyanto, S Gustari, A Kusumawati, SA Prihatno;Prosiding inovasi veteriner dalam riset dan industri untuk menjawab …;;0;2015;#N/A;q3oQSFYPqjQC;xfQZcxcAAAAJ
75;TINGKAT MATURASI IN VITRO PADA OOSIT SAPI SILANGAN SIMMENTAL PERANAKAN ONGOLE DAN LIMOUSIN PERANAKAN ONGOLE;H Parera, A Budiyanto;Jurnal Kedokteran Hewan;9 (2);0;2015;#N/A;wbdj-CoPYUoC;xfQZcxcAAAAJ
76;DESIGN ENGINEERING DETAIL OF SONO (OPAK RIVER) MICROHYDRO IRRIGATION PROJECT PARANGTRITIS KRETEK VILLAGE IN THE DISTRICT OF BANTUL OF YOGYAKARTA;A Budiyanto;ASEAN Journal of Systems Engineering;3 (1);0;2015;#N/A;4JMBOYKVnBMC;xfQZcxcAAAAJ
77;Kajian Epidemiologi Gangguan Reproduksi saat/post Partum pada Sapi Perah di Kabupaten Sleman;SA Prihatno, PP Putro, S Gustari, A Kusumawati, A Junaidi, A Budiyanto;Prosiding inovasi veteriner dalam riset dan industri untuk menjawab …;;0;2015;#N/A;tS2w5q8j5-wC;xfQZcxcAAAAJ
78;EFEK IRITASI DETERJEN DISHWASHER CAIR KAJIAN BERDASARKAN MEREK PALING UMUM DI INDONESIA DAN VARIASI DERAJAT PH;A Budiyanto, DRA Winarni;Universitas Gadjah Mada;;0;2015;#N/A;CHSYGLWDkRkC;xfQZcxcAAAAJ
79;PENGARUH TERAPI KOMBINASI IONTOFORESIS LARUTAN NATRIUM BIKARBONAT 8, 4% DAN LOSIO KUMMERFELDI TERHADAP PENURUNAN JUMLAH KOMEDO TERTUTUP, KOMEDO TERBUKA DAN KADAR SEBUM PADA …;DC CAHYANI, K Etnawati, A Budiyanto;Universitas Gadjah Mada;;0;2015;#N/A;abG-DnoFyZgC;xfQZcxcAAAAJ
80;PENGARUH FOTOTERAPI NARROWBAND ULTRAVIOLET B TERHADAP INTENSITAS PRURITUS, KUALITAS HIDUP, DAN KADAR INTERLEUKIN-2 SERUM PASIEN PRURITUS PENYAKIT GINJAL KRONIS YANG MENJALANI …;A Budiyanto, S Radiono;Universitas Gadjah Mada;;0;2015;#N/A;_xSYboBqXhAC;xfQZcxcAAAAJ
81;Tingkat Kerentanan Aedes Aegypti (Linn.) terhadap Malation di Provinsi Sumatera Selatan;F Febriyanto, RI Pahlepi, H Sitorus, A Budiyanto, Y Taviv, LP Ambarita;Indonesian Bulletin of Health Research;43 (2);0;2015;#N/A;a0OBvERweLwC;xfQZcxcAAAAJ
82;Sebaran Nyamuk Anopheles pada Topografi Wilayah yang Berbeda di Provinsi Jambi;R Mayasari, LP Ambarita, H Sitorus, A Budiyanto, Y Taviv;Media Penelitian dan Pengembangan Kesehatan;25 (2);0;2015;#N/A;yD5IFk8b50cC;xfQZcxcAAAAJ
83;PENGARUH PERBANDINGAN CAMPURAN BIODIESEL DARI RUMPUT LAUT Turbinaria ornata DENGAN BIOSOLAR TERHADAP KARAKTERISTIK SIFAT FISIKA (VISCOSITAS, DENSITAS, TITIK NYALA DAN NILAI KALOR);A BUDIYANTO;UNIVERSITAS AIRLANGGA;;0;2015;#N/A;4OULZ7Gr8RgC;xfQZcxcAAAAJ
84;Species Diversity of Mosquito in Endemic Area of Lymphatic Filariasis in Banyuasin and Malaria Oku Selatan District;H Sitorus, S Santoso, A Budiyanto, LP Ambarita, N Hapsari;BALABA: JURNAL LITBANG PENGENDALIAN PENYAKIT BERSUMBER BINATANG BANJARNEGARA …;;0;2015;#N/A;g5m5HwL7SMYC;xfQZcxcAAAAJ
85;HUBUNGAN PEMAHAMAN WAWASAN NUSANTARA DENGAN SIKAP BELA NEGARA PESERTA DIDIK KELAS 4 SEKOLAH DASAR;A Budiyanto;BASIC EDUCATION;4 (7);0;2015;#N/A;J_g5lzvAfSwC;xfQZcxcAAAAJ
86;Successful Treatment of Actinomycetoma with Combination of Cotrimoxazole and Tetracycline;V Verdy, VAP Dewi, A Budiyanto, AS Siswati;Berkala Ilmu Kesehatan Kulit dan Kelamin;27 (1), 77-83;0;2015;#N/A;e5wmG9Sq2KIC;xfQZcxcAAAAJ
87;Pure Neural Leprosy;V Verdy, A Budiyanto, AS Siswati;Berkala Ilmu Kesehatan Kulit dan Kelamin;27 (1), 70-76;0;2015;#N/A;R3hNpaxXUhUC;xfQZcxcAAAAJ
88;Hubungan Mutasi Gena Filaggrin Tipe Asia dengan Dermatitis Atopik pada Suku Jawa;P AYUDHIA, N Trisnowati, A Budiyanto;Universitas Gadjah Mada;;0;2015;#N/A;TQgYirikUcIC;xfQZcxcAAAAJ
89;Perbandingan Penggunaan Platelet-rich Plasma (PRP) Refrigerated dan Non-Refrigerated Pada Penyembuhan Luka Kronis (Percobaan in-vitro dan in-vivo);BA Tejo, A Budiyanto;Universitas Gadjah Mada;;0;2015;#N/A;mB3voiENLucC;xfQZcxcAAAAJ
90;The effect povidone-iodine on the wound healing process: A study on fibroblast populated collagen lattice (FPCL) model;R Danarti, AB Suswardana, W Wirohadidjojo;J Med Sci;46 (3), 103-107;0;2014;#N/A;u_35RYKgDlwC;xfQZcxcAAAAJ
