no;title;author;journal;number;cites;year;cid;pubid;id
12;Application of FTIR spectroscopy for the determination of virgin coconut oil in binary mixtures with olive oil and palm oil;A Rohman, YB Che Man, A Ismail, P Hashim;Journal of the American Oil Chemists' Society;87 (6), 601-606;61;2010;9721061295355162459;fFSKOagxvKUC;x69pkFAAAAAJ
13;Pengaruh Fee Audit, Audit Tenure, dan Rotasi Audit Terhadap Kualitas Audit;M Kurnianingsih, A Rohman;Diponegoro Journal of Accounting;549-558;55;2014;5007146474325759149;_IsBomjs8bsC;x69pkFAAAAAJ
14;Pengaruh Implementasi Sistem Akuntansi, Pengelolaan Keuangan Daerah terhadap Fungsi Pengawasan dan Kinerja Pemerintah Daerah (Survei pada Pemda di Jawa Tengah);A Rohman;Jurnal Akuntansi dan Bisnis;9 (1);54;2017;11915751894042948433,3591224503342791908;q0uBw5dMOAkC;x69pkFAAAAAJ
15;FTIR spectroscopy combined with chemometrics for analysis of lard in the mixtures with body fats of lamb, cow, and chicken;A Rohman, YB Che Man;International Food Research Journal;17 (3), 519-526;54;2010;9338841744406052251;HeT0ZceujKMC;x69pkFAAAAAJ
16;The chemometrics approach applied to FTIR spectral data for the analysis of rice bran oil in extra virgin olive oil;A Rohman, YBC Man;Chemometrics and Intelligent Laboratory Systems;110 (1), 129-134;50;2012;8049793209872274417;LhH-TYMQEocC;x69pkFAAAAAJ
17;Differentiation of lard and other animal fats based on triacylglycerols composition and principal component analysis;A Rohman, K Triyana, Y Erwanto;;;48;2012;14757501480533498735;tH6gc1N1XXoC;x69pkFAAAAAJ
18;Monitoring of virgin coconut oil (VCO) adulteration with palm oil using Fourier transform infrared spectroscopy;A Rohman, YB Che Man;Journal of food lipids;16 (4), 618-628;47;2009;708893215898346149;KbBQZpvPDL4C;x69pkFAAAAAJ
19;Analysis of lard in meatball broth using Fourier transform infrared spectroscopy and chemometrics;E Kurniawati, A Rohman, K Triyana;Meat Science;96 (1), 94-98;45;2014;66633866559049251;vDZJ-YLwNdEC;x69pkFAAAAAJ
20;Analysis of pig derivatives for halal authentication studies;A Rohman, YB Che Man;Food Reviews International;28 (1), 97-112;45;2012;4591775639208402464;gKiMpY-AVTkC;x69pkFAAAAAJ
21;Sumantri. 2007;A Rohman;Analisis makanan;15-4;44;#N/A;15396325159797078928;ZzlSgRqYykMC;x69pkFAAAAAJ
22;The use of FTIR spectroscopy and chemometrics for rapid authentication of extra virgin olive oil;A Rohman, YB Che Man, FM Yusof;Journal of the American Oil Chemists' Society;91 (2), 207-213;43;2014;16277015484870049581;artPoR2Yc-kC;x69pkFAAAAAJ
23;FTIR spectroscopy combined with chemometrics for analysis of lard adulteration in some vegetable oils espectroscopia FTIR combinada con quimiometría para el análisis de …;A Rohman, YB Che Man, P Hashim, A Ismail;Cyta-Journal of Food;9 (2), 96-101;42;2011;379975776762834715;8xutWZnSdmoC;x69pkFAAAAAJ
24;Application of vibrational spectroscopy in combination with chemometrics techniques for authentication of herbal medicine;A Rohman, A Nugroho, E Lukitaningsih, Sudjadi;Applied Spectroscopy Reviews;49 (8), 603-613;40;2014;2300415033579476917;LgRImbQfgY4C;x69pkFAAAAAJ
25;Application of fast gas chromatography and Fourier transform infrared spectroscopy for analysis of lard adulteration in virgin coconut oil;TST Mansor, YBC Man, A Rohman;Food Analytical Methods;4 (3), 365-372;38;2011;9420091048204478913;Ehil0879vHcC;x69pkFAAAAAJ
26;Aktivitas antioksidan, kandungan fenolik total dan kan-dungan flavonoid total ekstrak etil asetat buah mengkudu serta fraksi-fraksinya;A Rohman, S Riyanto, D Utari;Majalah Farmasi Indonesia;17 (3), 136-142;37;2006;10690157762177692038;nVrZBo8bIpAC;x69pkFAAAAAJ
27;Quantification and classification of corn and sunflower oils as adulterants in olive oil using chemometrics and FTIR spectra;A Rohman, YB Che Man;The Scientific World Journal;2012;35;2012;12661785073006453541;_OXeSy2IsFwC;x69pkFAAAAAJ
28;Application of Fourier transform infrared (FT-IR) spectroscopy combined with chemometrics for authentication of cod-liver oil;A Rohman, YBC Man;Vibrational Spectroscopy;55 (2), 141-145;35;2011;9596693808109266750;F9fV5C73w3QC;x69pkFAAAAAJ
29;The employment of FTIR spectroscopy in combination with chemometrics for analysis of rat meat in meatball formulation;H Rahmania, A Rohman;Meat Science;100, 301-305;34;2015;3067558073500826321;ubry08Y2EpUC;x69pkFAAAAAJ
30;Rice in health and nutrition;A Rohman, S Helmiyati, M Hapsari, DL Setyaningrum;International Food Research Journal;21 (1), 13;34;2014;6550472817376499583;6_hjMsCP8ZoC;x69pkFAAAAAJ
31;Authentication analysis of butter from beef fat using Fourier Transform Infrared (FTIR) spectroscopy coupled with chemometrics;AF Nurrulhidayah, CYB Man, A Rohman, I Amin, M Shuhaimi, A Khatib;International Food Research Journal;20 (3), 1383;32;2013;17636151672631271051;QD3KBmkZPeQC;x69pkFAAAAAJ
32;Application of Fourier transform infrared spectroscopy for authentication of functional food oils;A Rohman, YBC Man;Applied Spectroscopy Reviews;47 (1), 1-13;31;2012;9570830791772618995;5MTHONV0fEkC;x69pkFAAAAAJ
33;Pengaruh Agresivitas Pajak Terhadap Corporate Social Responsibility: Untuk Menguji Teori Legitimasi;NE Octaviana, A Rohman;Semarang: Universitas Diponegoro;;30;2014;5535532375421056983;SPgmg5JLkoEC;x69pkFAAAAAJ
34;Potential use of FTIR-ATR spectroscopic method for determination of virgin coconut oil and extra virgin olive oil in ternary mixture systems;A Rohman, YBC Man;Food analytical methods;4 (2), 155-162;29;2011;571387521366539566;GFxP56DSvIMC;x69pkFAAAAAJ
35;Monitoring the oxidative stability of virgin coconut oil during oven test using chemical indexes and FTIR spectroscopy.;A Rohman, YB Che Man, A Ismail, P Hashim;International Food Research Journal;18 (1);29;2011;1794825413045261677;fbc8zXXH2BUC;x69pkFAAAAAJ
36;Analysis of curcuminoids in food and pharmaceutical products;A Rohman;;;27;2012;10693321011417038854;AHdEip9mkN0C;x69pkFAAAAAJ
37;Analisis faktor-faktor yang mempengaruhi kualitas hasil audit internal (studi persepsi aparat intern pemerintah kota surakarta dan kabupaten boyolali);A Parasayu, A Rohman;Diponegoro Journal of Accounting;3 (2), 165-174;24;2014;7156141890575440742;j5aT6aphRxQC;x69pkFAAAAAJ
38;Authentication of extra virgin olive oil from sesame oil using FTIR spectroscopy and gas chromatography;A Rohman, YB Che Man;International Journal of Food Properties;15 (6), 1309-1318;24;2012;17155109317626489969;5icHVeHT4IsC;x69pkFAAAAAJ
39;Authentication Analysis of Red Fruit (Pandanus Conoideus Lam) Oil Using FTIR Spectroscopy in Combination with Chemometrics;A Rohman, YB Che Man, S Riyanto;Phytochemical Analysis;22 (5), 462-467;24;2011;7556147700599194013;u-coK7KVo8oC;x69pkFAAAAAJ
40;ANALISIS PENGARUH PENERAPAN CORPORATE GOVERNANCE, STRUKTUR KEPEMILIKAN, DAN UKURAN PERUSAHAAN TERHADAP MANAJEMEN LABA PADA PERBANKAN (Studi Empiris pada Perusahaan Perbankan …;A Zeptian, A Rohman;Fakultas Ekonomika dan Bisnis;;21;2013;140955655367831405;O0nohqN1r9EC;x69pkFAAAAAJ
41;Characterizaton of red fruit (Pandanus conoideus Lam) oil;A Rohman, R Sugeng, YC Man;;;21;2012;16973735557674158284;2tRrZ1ZAMYUC;x69pkFAAAAAJ
42;A Fourier transform infrared spectroscopy method for analysis of palm oil adulterated with lard in pre-fried French fries;YB Che Man, AM Marina, A Rohman, HA Al-Kahtani, O Norazura;International Journal of Food Properties;17 (2), 354-362;20;2014;12005434450541048817;43bX7VzcjpAC;x69pkFAAAAAJ
43;Analisis Komponen Makanan;A Rohman;Yogyakarta: Graha Ilmu;;20;2013;6761802884738079399;YPNY0knpFBYC;x69pkFAAAAAJ
44;Analysis of canola oil in virgin coconut oil using FTIR spectroscopy and chemometrics;YBC Man;Journal of Food and Pharmaceutical Sciences;1 (1);20;2013;7260920543578110752;QIV2ME_5wuYC;x69pkFAAAAAJ
45;Palm oil analysis in adulterated sesame oil using chromatography and FTIR spectroscopy;A Rohman, YBC Man;European Journal of Lipid Science and Technology;113 (4), 522-527;20;2011;16172614011103893630;Bg7qf7VwUHIC;x69pkFAAAAAJ
46;Analysis of lard in cream cosmetics formulations using ft-ir spectroscopy and chemometrics;A Rohman, YB Che Man;Middle-East J Scientific Res;7 (5), 726-732;20;2011;16133724922468680111;Ak0FvsSvgGUC;x69pkFAAAAAJ
47;Education policy in decentralization era;A Rohman, T Wiyono;Pustaka Pelajar;;20;2010;16219724304279010332;TiIbgCYny7sC;x69pkFAAAAAJ
48;Detection of butter adulteration with lard using differential scanning calorimetry.;AF Nurrulhidayah, SR Arieff, A Rohman, I Amin, M Shuhaimi, A Khatib;International Food Research Journal;22 (2);19;2015;8552821617904088758;7H_MAutzIkAC;x69pkFAAAAAJ
49;Analysis of curcumin in Curcuma longa and Curcuma xanthorriza using FTIR spectroscopy and chemometrics;A Rohman, S Devi, A Nugroho;Res J Med Plant;9 (4), 179-186;19;2015;9161045358729383582;TesyEGJKHF4C;x69pkFAAAAAJ
50;FTIR spectroscopy combined with chemometric for analysis of sesame oil adulterated with corn oil;NA Fadzlillah, YB Che Man, A Rohman;International Journal of Food Properties;17 (6), 1275-1282;19;2014;4343205722073506971;sJsF-0ZLhtgC;x69pkFAAAAAJ
51;Quantitative analysis of virgin coconut oil in cream cosmetics preparations using fourier transform infrared (FTIR) spectroscopy.;A Rohman, YB Che Man;Pakistan journal of pharmaceutical sciences;22 (4);19;2009;6462350515093734321;jgBuDB5drN8C;x69pkFAAAAAJ
52;Identification of pork contamination in meatballs of Indonesia local market using polymerase chain reaction-restriction fragment length polymorphism (PCR-RFLP) analysis;Y Erwanto, MZ Abidin, EYPM Sugiyono, A Rohman;Asian-Australasian journal of animal sciences;27 (10), 1487;18;2014;5050812318596455787;SjuI4pbJlxcC;x69pkFAAAAAJ
53;Validasi dan penjaminan mutu metode analisis kimia;A Rohman;Yogyakarta: UGM-Press;;16;2014;10024602280518877417;oXKBmVzQOggC;x69pkFAAAAAJ
54;Fourier Transform Infrared Spectroscopy applied for rapid analysis of lard in palm oil;A Rohman, T Kuwat, S Retno, E Yuny, W Tridjoko;International Food Research Journal;19 (3), 1161;16;2012;5390856507755516487;DBa1UEJaJKAC;x69pkFAAAAAJ
55;Authentication analysis of cod liver oil from beef fat using fatty acid composition and FTIR spectra;A Rohman, YB Che Man;Food Additives & Contaminants: Part A;28 (11), 1469-1474;16;2011;11375163565570729434;IaI1MmNe2tcC;x69pkFAAAAAJ
56;Discriminant analysis of selected edible fats and oils and those in biscuit formulation using FTIR spectroscopy;YBC Man, SZ Abidin, A Rohman;Food Analytical Methods;4 (3), 404-409;16;2011;14405439453578201409;0CzhzZyukY4C;x69pkFAAAAAJ
57;Application of FTIR spectroscopy coupled with chemometrics for authentication of Nigella sativa seed oil;AF Nurrulhidayah, YB Man, HA Al-Kahtani, A Rohman;Journal of Spectroscopy;25 (5), 243-250;16;2011;9391009333348600942;BJbdYPG6LGMC;x69pkFAAAAAJ
58;Aktivitas antioksidan ekstrak buah mengkudu (Morinda citrifolia, L);A Rohman, S Riyanto;Agritech;25 (3), 131-136;16;2005;110180020404435083,5146544069093399049,6201597922348370111,14321109469131282571;ALROH1vI_8AC;x69pkFAAAAAJ
59;FTIR spectroscopy in combination with chemometrics for analysis of wild boar meat in meatball formulation;A Guntarti, S Martono, A Yuswanto, A Rohman;Asian Journal of Biochemistry;10 (4), 165-172;15;2015;7536211940078912618;CRzUtm-VnGAC;x69pkFAAAAAJ
60;Pengaruh pengungkapan corporate social responsibility terhadap agresivitas pajak;IDAI Pradnyadari, A Rohman;Diponegoro Journal of Accounting;4 (2), 126-134;15;2015;10045282019764714702;cRMvf6lLvU8C;x69pkFAAAAAJ
61;Pengaruh Book Tax Differences Terhadap Pertumbuhan Laba;AR Brolin, A Rohman;Diponegoro Journal of Accounting;3 (2), 74-86;15;2014;18001268337162354486;R-LXmdHK_14C;x69pkFAAAAAJ
62;Analysis of chicken fat as adulterant in butter using Fourier transform infrared spectroscopy and chemometrics;AF Nurrulhidayah, A Rohman, I Amin, M Shuhaimi, A Khatib;Grasas y Aceites;64 (4), 349-355;15;2013;5205889713882610361;buQ7SEKw-1sC;x69pkFAAAAAJ
63;Application of fourier transform infrared spectroscopy for quality control of pharmaceutical products: a review;A Rahman;Indonesian Journal of Pharmacy;1-8;15;2012;411114836448162585;I8rxH6phXEkC;x69pkFAAAAAJ
64;Simultaneous quantitative analysis of two functional food oils, extra virgin olive oil and virgin coconut oil using FTIR spectroscopy and multivariate calibration;A Rohman, YBC Man;International Food Research Journal;18 (4), 1231;15;2011;12474215256046245827;48xauSegjOkC;x69pkFAAAAAJ
65;Application of FTIR spectroscopy for monitoring the stabilities of selected vegetable oils during thermal oxidation;A Rohman, YB Che Man;International journal of food properties;16 (7), 1594-1603;14;2013;8896193079289748576;6yz0xqPARnAC;x69pkFAAAAAJ
66;Pengaruh partisipasi anggaran terhadap kinerja manajerial pegawai sekretariat daerah provinsi jawa tengah: komitmen organisasi dan persepsi inovasi sebagai variabel intervening;D Ferdiani, A Rohman;Fakultas Ekonomika dan Bisnis;;14;2012;11151647981986703480;-uzm3Y7AvW0C;x69pkFAAAAAJ
67;Analysis of chicken fat as adulterant in cod liver oil using Fourier transform infrared (FTIR) spectroscopy and chemometrics Análisis de grasa de pollo como adulterante en …;A Rohman, YB Che Man;CyTA-Journal of Food;9 (3), 187-191;14;2011;6582361033808043703;4xDN1ZYqzskC;x69pkFAAAAAJ
68;Aktivitas Antioksidan, Kandungan Fenolik Total, Dan Flavonoid Total Daun Mengkudu (Morinda citrifolia L);A Rohman, S Riyanto, NK Hidayati;Agritech;27 (4);14;2007;8048219690604126238;eFf2swCANGcC;x69pkFAAAAAJ
69;The use of FTIR spectroscopy in combination with chemometrics for the authentication of red fruit (Pandanus conoideus Lam) oil from sunflower and palm oils;A Rohman, S Riyanto, AM Sasi, FM Yusof;Food Bioscience;7, 64-70;13;2014;5949740940138733416;MpfHP-DdYjUC;x69pkFAAAAAJ
70;Pengaruh karakteristik perusahaan terhadap enviromental disclosure;BW Paramitha, A Rohman;Diponegoro Journal of Accounting;188-198;13;2014;12597306800634564585;c1AJUTjuCtUC;x69pkFAAAAAJ
71;Authentication of Nigella sativa seed oil in binary and ternary mixtures with corn oil and soybean oil using FTIR spectroscopy coupled with partial least square;A Rohman, R Ariani;The Scientific World Journal;2013;13;2013;1515300445570022631;kw52XkFRtyQC;x69pkFAAAAAJ
72;Determination of extra virgin olive oil in quaternary mixture using FTIR spectroscopy and multivariate calibration;A Rohman, YB Man;Journal of Spectroscopy;26 (3), 203-211;13;2011;17333358710497271041;jL-93Qbq4QoC;x69pkFAAAAAJ
73;Analysis of porcine Gelatin DNA in a commercial capsule shell using real-time polymerase chain reaction for halal authentication;Sudjadi, HS Wardani, T Sepminarti, A Rohman;International journal of food properties;19 (9), 2127-2134;12;2016;15076388590605458449;s9ia6_kGH2AC;x69pkFAAAAAJ
74;Spektroskopi Inframerah dan Kemometrika untuk Analisis Farmasi;A Rohman;Yogyakarta: Pustaka Pelajar. Halaman;1-45;12;2014;662012168367946532;vofGIMt6cyEC;x69pkFAAAAAJ
75;Differentiation of bovine and porcine gelatins in soft candy based on amino acid profiles and chemometrics;MA Raraswati, K Triyana, A Rohman;Journal of Food and Pharmaceutical Sciences;2 (1);12;2013;7788883209063195881;zdjWy_NXXwUC;x69pkFAAAAAJ
76;Quantitative analysis of lard in cosmetic lotion formulation using FTIR spectroscopy and partial least square calibration;E Lukitaningsih, M Sa’adah, A Rohman;Journal of the American Oil Chemists' Society;89 (8), 1537-1543;12;2012;12866305080938913392;owLR8QvbtFgC;x69pkFAAAAAJ
77;The employment of FTIR spectroscopy and chemometrics for classification and quantification of mutton fat in cod liver oil;A Rohman, R Sunarminingsih, YB Che Man;American Journal of Food Technology;7 (3), 151-159;12;2012;15376480944000190623;htyGaKyDgHMC;x69pkFAAAAAJ
78;Validation and quantitative analysis of cadmium and lead in snake fruit by flame atomic absorption spectrophotometry;N Eka, S Retno, A Rohman;;;12;2012;7997897948268982269;WC23djZS0W4C;x69pkFAAAAAJ
79;The optimization of FTIR spectroscopy combined with partial least square for analysis of animal fats in quartenary mixtures;A Rohman, C Man, B Yaakob;Journal of Spectroscopy;25 (3-4), 169-176;12;2011;2099780055745164505;LdasjJ6CEcoC;x69pkFAAAAAJ
80;The use of infrared spectroscopy in combination with chemometrics for quality control and authentication of edible fats and oils: A review;A Rohman;Applied Spectroscopy Reviews;52 (7), 589-604;11;2017;5733871801978833486;g8uWPOAv7ggC;x69pkFAAAAAJ
81;Pembiasaan sebagai Basis Penanaman Nilai-nilai Akhlak Remaja;A Rohman;Nadwa;6 (1), 155-178;11;2016;15076224873531196383;SnGPuo6Feq8C;x69pkFAAAAAJ
82;Analysis of corn and soybean oils in red fruit oil using FTIR spectroscopy in combination with partial least square.;DL Setyaningrum, S Riyanto, A Rohman;International Food Research Journal;20 (4);11;2013;17893066493974308200;XUvXOeBm_78C;x69pkFAAAAAJ
83;Development of 3D Tawaf simulation for hajj training application using virtual environment;MSM Rahim, AZA Fata, AH Basori, AS Rosman, TJ Nizar, FWM Yusof;International Visual Informatics Conference;67-76;11;2011;2555766178743804452;w7CBUyPWg-0C;x69pkFAAAAAJ
84;FTIR spectroscopy combined with multivariate calibration for analysis of cod liver oil in binary mixture with corn oil.;A Rohman, YB Che Man, A Ismail, H Puziah;International Food Research Journal;18 (2);11;2011;1058863934844357857;wMgC3FpKEyYC;x69pkFAAAAAJ
85;Sumantri. 2007. Analisis Makanan;A Rohman;Universitas Gadjah Mada Press, Yogyakarta;1;11;#N/A;14073460014013796767;as0KMg8qHbkC;x69pkFAAAAAJ
86;Statistika dan Kemometrika Dasar dalam Analisis Farmasi;A Rohman;Yogyakarta: Pustaka Pelajar, Hal;171-172;10;2014;4049736183618073261;o9ULDYDKYbIC;x69pkFAAAAAJ
87;PENGARUH KARAKTERISTIK PERUSAHAAN DAN MEKANISME CORPORATE GOVERNANCE TERHADAP PENGUNGKAPAN RISIKO DALAM LAPORAN KEUANGAN INTERIM (Studi empiris pada perusahaan-perusahaan …;MA Mubarok, A Rohman;Fakultas Ekonomika dan Bisnis;;10;2013;3299050063405349794;QUX0mv85b1cC;x69pkFAAAAAJ
88;Application of FTIR-ATR spectroscopy coupled with multivariate analysis for rapid estimation of butter adulteration;NA Fadzlillah, A Rohman, A Ismail, S Mustafa, A Khatib;Journal of oleo science;62 (8), 555-562;10;2013;55446319257393068;kVjdVfd2voEC;x69pkFAAAAAJ
89;Analisis bahan pangan;A Rohman;Pustaka Pelajar;;10;2011;17599813555027118373;sszUF3NjhM4C;x69pkFAAAAAJ
90;Analisis makanan;A Rohman;UGM PRESS;;9;2018;9637045007450623434;2Q0AJrNhS-QC;x69pkFAAAAAJ
91;Pengaruh Kejelasan Sasaran Anggaran Terhadap Akuntabilitas Kinerja Instansi Pemerintah Melalui Sistem Pengendalian Intern Sebagai Variabel Intervening (Studi Empiris Pada …;U Kaltsum, A Rohman;Diponegoro Journal of Accounting;3 (1), 215-228;9;2014;16518135092466973819;8uzoZH4hB9AC;x69pkFAAAAAJ
92;Differentiation between porcine and bovine gelatin in capsule shells based on amino acid profiles and principal component analysis;A Widyaninggar, K Triyana, A Rohman;Indonesian Journal of Pharmacy;104-109;9;2012;16074520474031716224;U_HPUtbDl20C;x69pkFAAAAAJ
93;Analysis of emulsifier in food using chromatographic techniques;A Rohman, YBC Man, E Noviana;Journal of Food and Pharmaceutical Sciences;1 (3);9;2012;5259607126207038416;zCSUwVk65WsC;x69pkFAAAAAJ
94;Penangkapan Radikal 2, 2-Difenil-1-Pikril Hidrazil oleh Ekstrak Buah Psidium guajava. L dan Averrhoa carambola L.;A Rohman, S Riyanto, R Dahliyanti, DB PRATOMO;Jurnal Ilmu Kefarmasian Indonesia;7 (1), 1-5;9;2009;13603600321889474250;QyXJ3EUuO1IC;x69pkFAAAAAJ
95;Analysis of water content in soap formulation using Fourier transform infrared (FTIR) spectroscopy;A Rohman, YB Che Man;J. Appl. Sci. Res;5 (7), 717-721;9;2009;15348732610258073991;PVgj2kMGcgYC;x69pkFAAAAAJ
96;Metode Kromatografi Untuk Analisis Makanan;A Rohman, IG Gandjar;Penerbit Pustaka Pelajar. Yogyakarta;;9;2007;12937704710710978225;H7nrzBkawXsC;x69pkFAAAAAJ
97;Fourier-transform infrared spectra combined with chemometrics and fatty acid composition for analysis of pumpkin seed oil blended into olive oil;A Rohman, YB Che Man, AF Nurrulhidayah;International journal of food properties;18 (5), 1086-1096;8;2015;4354453027629237638;7wO8s98CvbsC;x69pkFAAAAAJ
98;FTIR spectroscopy combined with partial least square for analysis of red fruit oil in ternary mixture system;A Rohman, DL Setyaningrum, S Riyanto;International Journal of Spectroscopy;2014;8;2014;6161811180310725751;AXkvAH5U_nMC;x69pkFAAAAAJ
99;The phenolic contents and antiradical activity of Indonesian Phyllantus urinaria L.;NB Arina, A Rohman;International Food Research Journal;20 (3), 1119;8;2013;14074947907780094236;-jrNzM816MMC;x69pkFAAAAAJ
100;Pig species identification in meatballs using polymerase chain reaction-restriction fragment length polymorphism for halal authentication;Y Erwanto, MZ Abidin, A Rohman;;;8;2012;9368481366005507553;-7ulzOJl1JYC;x69pkFAAAAAJ
101;PCR-RFLP using BseDI enzyme for Pork authentication in Sausage and Nugget Products;Y Erwanto, MZ Abidin, A Rohman;Media Peternakan;34 (1), 14;8;2011;5184690591206088980;rHJHxKgnXwkC;x69pkFAAAAAJ
102;Analisis Makanan;RS Abdul;Gadjah Mada University press. Jogjakarta;;8;2007;6570661342717828663;rOcdG6UcVlcC;x69pkFAAAAAJ
103;Antioxidant potency of ethanolic extract of Kemuning leaves (Murraya paniculata (L) Jack) in vitro;A Rohman, S Riyanto;Indonesian Journal of Pharmacy;136-140;8;2005;15308291003205548077;U4n9YNQMCAIC;x69pkFAAAAAJ
104;Penerapan Algoritma C4. 5 Berbasis Adaboost Untuk Prediksi Penyakit Jantung;A Rohman, V Suhartono, C Supriyanto;Cyberku Journal;13 (1), 2-2;7;2017;2168829752663455277;KI9T_ytC6pkC;x69pkFAAAAAJ
105;Authentication of butter from lard adulteration using high-resolution of nuclear magnetic resonance spectroscopy and high-performance liquid chromatography;NA Fadzillah, A Rohman, RA Salleh, I Amin, M Shuhaimi, ...;International journal of food properties;20 (9), 2147-2156;7;2017;8747777880946864101;rLGzs9wiiwIC;x69pkFAAAAAJ
106;The Effect of Professional Commitment, Attitude, Subjective Norm and Perceived Behavior Control on Whistle Blowing Intention;H Siallagan, A Rohman, I Januarti, M Din;International journal of civil engineering and technology;8 (8), 508-519;7;2017;18427527226920409669;9LpHyFPp1DQC;x69pkFAAAAAJ
107;Improvement method of fast and isocratic RP-HPLC analysis of major diterpene glycoside from Stevia rebaudiana leaves;Y Martono, S Riyanto, A Rohman, S Martono;AIP Conference Proceedings;1755 (1), 080001;7;2016;12706739992889096187;FsLZdJ3BAzkC;x69pkFAAAAAJ
108;Development of Electronic Nose with Low-Cost Dynamic Headspace for Classifying Vegetable Oils and Animal Fats;K Triyana, M Taukhid Subekti, P Aji, S Nur Hidayat, A Rohman;Applied Mechanics and Materials;771, 50-54;7;2015;14416701571183310500;jtI9f0ekYq0C;x69pkFAAAAAJ
109;Detection of butter adulteration with lard by employing 1H-NMR spectroscopy and multivariate data analysis;NA Fadzillah, Y bin Che Man, A Rohman, AS Rosman, A Ismail, ...;Journal of oleo science, ess;s14255;7;2015;13570989594799721973;LGlY6t8CeOMC;x69pkFAAAAAJ
110;Pengaruh Keragaman Gender dan Usia Pejabat Perbendaharaan Terhadap Penyerapan Anggaran Satuan Kerja (Studi Empiris pada Satuan Kerja Lingkup Pembayaran KPPN Semarang I);A Noviwijaya, A Rohman;Fakultas Ekonomika dan Bisnis;;7;2013;5893507102699627825;SIv7DqKytYAC;x69pkFAAAAAJ
111;Quantitative determination of simethicone in antacid suspension and chewable tablet using FTIR spectroscopy;A Rohman, A Musfiroh, EG Wijaya;Global J. Pharmacol;7 (3), 270-75;7;2013;12896932507752367826;OBSaB-F7qqsC;x69pkFAAAAAJ
112;Detection of lard in vegetable oils;YB Che Man, A Rohman;Lipid Technology;23 (8), 180-182;7;2011;17754801082286205207;L1USKYWJimsC;x69pkFAAAAAJ
113;Antioxidant activities, total phenolic and flavonoid contents of ethyl acetate extract of Mengkudu (Morinda citrifolia, L) fruit and its fractions;A Rohman, S Riyanto, D Utari;Indonesian Journal of Pharmacy;136-142;7;2006;7982444757025448587;otzGkya1bYkC;x69pkFAAAAAJ
114;Sudjadi and Rohman, A. 2015. Detection of Rat Meat Adulteration in Meat Ball Formulations Employing Real Time PCR;YI Widyasari;Asian Journal of Animal Sciences;9 (6), 460-46;7;#N/A;13682120298726276599;oursBaop5wYC;x69pkFAAAAAJ
115;Infrared spectroscopy for quantitative analysis and oil parameters of olive oil and virgin coconut oil: A review;A Rohman;International Journal of Food Properties;20 (7), 1447-1456;6;2017;10897622308580954413;9NZAP19TdFAC;x69pkFAAAAAJ
